dataset,alpha,group,seed,e_star,best_val_acc,auc_val,final_gen_gap,train_acc_final,val_acc_final,n_epochs,test_acc_best,test_acc_final,test_loss_best,test_loss_final,ece_best,ece_final,entropy_mean_best,conf_mean_best,teacher_test_acc,teacher_ece,teacher_conf_mean,teacher_entropy_mean,teacher_soft_entropy,teacher_soft_conf,agreement_overlap,agreement_nonoverlap
yeast,0.0,Baseline-Full,0,10,0.5232067704200745,15.649789154529572,0.10937154920477621,0.6578947368421053,0.5485231876373291,31,0.5791245791245792,0.6026936026936027,1.0683320760726929,1.0625479221343994,0.04334325290689565,0.06456991618731206,1.1433650255203247,0.5643908381462097,,,,,,,,
yeast,0.2,Baseline-Full,0,10,0.5232067704200745,15.649789154529572,0.10937154920477621,0.6578947368421053,0.5485231876373291,31,0.5791245791245792,0.6026936026936027,1.0683320760726929,1.0625479221343994,0.04334325290689565,0.06456991618731206,1.1433650255203247,0.5643908381462097,,,,,,,,
yeast,0.4,Baseline-Full,0,10,0.5232067704200745,15.649789154529572,0.10937154920477621,0.6578947368421053,0.5485231876373291,31,0.5791245791245792,0.6026936026936027,1.0683320760726929,1.0625479221343994,0.04334325290689565,0.06456991618731206,1.1433650255203247,0.5643908381462097,,,,,,,,
yeast,0.6,Baseline-Full,0,10,0.5232067704200745,15.649789154529572,0.10937154920477621,0.6578947368421053,0.5485231876373291,31,0.5791245791245792,0.6026936026936027,1.0683320760726929,1.0625479221343994,0.04334325290689565,0.06456991618731206,1.1433650255203247,0.5643908381462097,,,,,,,,
yeast,0.8,Baseline-Full,0,10,0.5232067704200745,15.649789154529572,0.10937154920477621,0.6578947368421053,0.5485231876373291,31,0.5791245791245792,0.6026936026936027,1.0683320760726929,1.0625479221343994,0.04334325290689565,0.06456991618731206,1.1433650255203247,0.5643908381462097,,,,,,,,
yeast,1.0,Baseline-Full,0,10,0.5232067704200745,15.649789154529572,0.10937154920477621,0.6578947368421053,0.5485231876373291,31,0.5791245791245792,0.6026936026936027,1.0683320760726929,1.0625479221343994,0.04334325290689565,0.06456991618731206,1.1433650255203247,0.5643908381462097,,,,,,,,
yeast,0.0,Baseline-Full,1,33,0.5569620132446289,28.833332791924477,0.10938043569263656,0.6536842105263158,0.5443037748336792,54,0.6127946127946128,0.6060606060606061,1.025869607925415,1.057024359703064,0.059521521081025354,0.06965395968771143,0.9615505337715149,0.6284210085868835,,,,,,,,
yeast,0.2,Baseline-Full,1,33,0.5569620132446289,28.833332791924477,0.10938043569263656,0.6536842105263158,0.5443037748336792,54,0.6127946127946128,0.6060606060606061,1.025869607925415,1.057024359703064,0.059521521081025354,0.06965395968771143,0.9615505337715149,0.6284210085868835,,,,,,,,
yeast,0.4,Baseline-Full,1,33,0.5569620132446289,28.833332791924477,0.10938043569263656,0.6536842105263158,0.5443037748336792,54,0.6127946127946128,0.6060606060606061,1.025869607925415,1.057024359703064,0.059521521081025354,0.06965395968771143,0.9615505337715149,0.6284210085868835,,,,,,,,
yeast,0.6,Baseline-Full,1,33,0.5569620132446289,28.833332791924477,0.10938043569263656,0.6536842105263158,0.5443037748336792,54,0.6127946127946128,0.6060606060606061,1.025869607925415,1.057024359703064,0.059521521081025354,0.06965395968771143,0.9615505337715149,0.6284210085868835,,,,,,,,
yeast,0.8,Baseline-Full,1,33,0.5569620132446289,28.833332791924477,0.10938043569263656,0.6536842105263158,0.5443037748336792,54,0.6127946127946128,0.6060606060606061,1.025869607925415,1.057024359703064,0.059521521081025354,0.06965395968771143,0.9615505337715149,0.6284210085868835,,,,,,,,
yeast,1.0,Baseline-Full,1,33,0.5569620132446289,28.833332791924477,0.10938043569263656,0.6536842105263158,0.5443037748336792,54,0.6127946127946128,0.6060606060606061,1.025869607925415,1.057024359703064,0.059521521081025354,0.06965395968771143,0.9615505337715149,0.6284210085868835,,,,,,,,
yeast,0.0,Baseline-Full,2,20,0.5864979028701782,23.00843921303749,0.032405092716217054,0.64,0.607594907283783,41,0.632996632996633,0.6397306397306397,1.097353458404541,1.0826438665390015,0.07388120438113358,0.09525876359305399,1.023266077041626,0.5879234671592712,,,,,,,,
yeast,0.2,Baseline-Full,2,20,0.5864979028701782,23.00843921303749,0.032405092716217054,0.64,0.607594907283783,41,0.632996632996633,0.6397306397306397,1.097353458404541,1.0826438665390015,0.07388120438113358,0.09525876359305399,1.023266077041626,0.5879234671592712,,,,,,,,
yeast,0.4,Baseline-Full,2,20,0.5864979028701782,23.00843921303749,0.032405092716217054,0.64,0.607594907283783,41,0.632996632996633,0.6397306397306397,1.097353458404541,1.0826438665390015,0.07388120438113358,0.09525876359305399,1.023266077041626,0.5879234671592712,,,,,,,,
yeast,0.6,Baseline-Full,2,20,0.5864979028701782,23.00843921303749,0.032405092716217054,0.64,0.607594907283783,41,0.632996632996633,0.6397306397306397,1.097353458404541,1.0826438665390015,0.07388120438113358,0.09525876359305399,1.023266077041626,0.5879234671592712,,,,,,,,
yeast,0.8,Baseline-Full,2,20,0.5864979028701782,23.00843921303749,0.032405092716217054,0.64,0.607594907283783,41,0.632996632996633,0.6397306397306397,1.097353458404541,1.0826438665390015,0.07388120438113358,0.09525876359305399,1.023266077041626,0.5879234671592712,,,,,,,,
yeast,1.0,Baseline-Full,2,20,0.5864979028701782,23.00843921303749,0.032405092716217054,0.64,0.607594907283783,41,0.632996632996633,0.6397306397306397,1.097353458404541,1.0826438665390015,0.07388120438113358,0.09525876359305399,1.023266077041626,0.5879234671592712,,,,,,,,
yeast,0.0,Baseline-Full,3,46,0.6244725584983826,40.6603369563818,0.0660981301257485,0.6694736842105263,0.6033755540847778,67,0.5959595959595959,0.6026936026936027,1.0664150714874268,1.094188928604126,0.06484691462532839,0.07582494992800434,0.942646861076355,0.627224862575531,,,,,,,,
yeast,0.2,Baseline-Full,3,46,0.6244725584983826,40.6603369563818,0.0660981301257485,0.6694736842105263,0.6033755540847778,67,0.5959595959595959,0.6026936026936027,1.0664150714874268,1.094188928604126,0.06484691462532839,0.07582494992800434,0.942646861076355,0.627224862575531,,,,,,,,
yeast,0.4,Baseline-Full,3,46,0.6244725584983826,40.6603369563818,0.0660981301257485,0.6694736842105263,0.6033755540847778,67,0.5959595959595959,0.6026936026936027,1.0664150714874268,1.094188928604126,0.06484691462532839,0.07582494992800434,0.942646861076355,0.627224862575531,,,,,,,,
yeast,0.6,Baseline-Full,3,46,0.6244725584983826,40.6603369563818,0.0660981301257485,0.6694736842105263,0.6033755540847778,67,0.5959595959595959,0.6026936026936027,1.0664150714874268,1.094188928604126,0.06484691462532839,0.07582494992800434,0.942646861076355,0.627224862575531,,,,,,,,
yeast,0.8,Baseline-Full,3,46,0.6244725584983826,40.6603369563818,0.0660981301257485,0.6694736842105263,0.6033755540847778,67,0.5959595959595959,0.6026936026936027,1.0664150714874268,1.094188928604126,0.06484691462532839,0.07582494992800434,0.942646861076355,0.627224862575531,,,,,,,,
yeast,1.0,Baseline-Full,3,46,0.6244725584983826,40.6603369563818,0.0660981301257485,0.6694736842105263,0.6033755540847778,67,0.5959595959595959,0.6026936026936027,1.0664150714874268,1.094188928604126,0.06484691462532839,0.07582494992800434,0.942646861076355,0.627224862575531,,,,,,,,
yeast,0.0,Baseline-Full,4,34,0.607594907283783,31.08649817109108,0.0629935543160689,0.6410526315789473,0.5780590772628784,55,0.6296296296296297,0.6397306397306397,1.0570306777954102,1.0839179754257202,0.07156240533698688,0.08963461817314328,0.934347927570343,0.6265106797218323,,,,,,,,
yeast,0.2,Baseline-Full,4,34,0.607594907283783,31.08649817109108,0.0629935543160689,0.6410526315789473,0.5780590772628784,55,0.6296296296296297,0.6397306397306397,1.0570306777954102,1.0839179754257202,0.07156240533698688,0.08963461817314328,0.934347927570343,0.6265106797218323,,,,,,,,
yeast,0.4,Baseline-Full,4,34,0.607594907283783,31.08649817109108,0.0629935543160689,0.6410526315789473,0.5780590772628784,55,0.6296296296296297,0.6397306397306397,1.0570306777954102,1.0839179754257202,0.07156240533698688,0.08963461817314328,0.934347927570343,0.6265106797218323,,,,,,,,
yeast,0.6,Baseline-Full,4,34,0.607594907283783,31.08649817109108,0.0629935543160689,0.6410526315789473,0.5780590772628784,55,0.6296296296296297,0.6397306397306397,1.0570306777954102,1.0839179754257202,0.07156240533698688,0.08963461817314328,0.934347927570343,0.6265106797218323,,,,,,,,
yeast,0.8,Baseline-Full,4,34,0.607594907283783,31.08649817109108,0.0629935543160689,0.6410526315789473,0.5780590772628784,55,0.6296296296296297,0.6397306397306397,1.0570306777954102,1.0839179754257202,0.07156240533698688,0.08963461817314328,0.934347927570343,0.6265106797218323,,,,,,,,
yeast,1.0,Baseline-Full,4,34,0.607594907283783,31.08649817109108,0.0629935543160689,0.6410526315789473,0.5780590772628784,55,0.6296296296296297,0.6397306397306397,1.0570306777954102,1.0839179754257202,0.07156240533698688,0.08963461817314328,0.934347927570343,0.6265106797218323,,,,,,,,
yeast,0.0,Baseline-Full,5,31,0.6286919713020325,31.012657836079597,0.004974466248562459,0.6421052631578947,0.6371307969093323,52,0.5858585858585859,0.6026936026936027,1.034118413925171,1.0354059934616089,0.05623676309280522,0.11202819459767453,0.9973929524421692,0.6191008687019348,,,,,,,,
yeast,0.2,Baseline-Full,5,31,0.6286919713020325,31.012657836079597,0.004974466248562459,0.6421052631578947,0.6371307969093323,52,0.5858585858585859,0.6026936026936027,1.034118413925171,1.0354059934616089,0.05623676309280522,0.11202819459767453,0.9973929524421692,0.6191008687019348,,,,,,,,
yeast,0.4,Baseline-Full,5,31,0.6286919713020325,31.012657836079597,0.004974466248562459,0.6421052631578947,0.6371307969093323,52,0.5858585858585859,0.6026936026936027,1.034118413925171,1.0354059934616089,0.05623676309280522,0.11202819459767453,0.9973929524421692,0.6191008687019348,,,,,,,,
yeast,0.6,Baseline-Full,5,31,0.6286919713020325,31.012657836079597,0.004974466248562459,0.6421052631578947,0.6371307969093323,52,0.5858585858585859,0.6026936026936027,1.034118413925171,1.0354059934616089,0.05623676309280522,0.11202819459767453,0.9973929524421692,0.6191008687019348,,,,,,,,
yeast,0.8,Baseline-Full,5,31,0.6286919713020325,31.012657836079597,0.004974466248562459,0.6421052631578947,0.6371307969093323,52,0.5858585858585859,0.6026936026936027,1.034118413925171,1.0354059934616089,0.05623676309280522,0.11202819459767453,0.9973929524421692,0.6191008687019348,,,,,,,,
yeast,1.0,Baseline-Full,5,31,0.6286919713020325,31.012657836079597,0.004974466248562459,0.6421052631578947,0.6371307969093323,52,0.5858585858585859,0.6026936026936027,1.034118413925171,1.0354059934616089,0.05623676309280522,0.11202819459767453,0.9973929524421692,0.6191008687019348,,,,,,,,
yeast,0.0,Baseline-Full,6,41,0.5822784900665283,34.449366971850395,0.09668665133024512,0.6705263157894736,0.5738396644592285,62,0.6026936026936027,0.5791245791245792,1.1051104068756104,1.1325829029083252,0.08141079374435375,0.0761718036550464,0.9653772711753845,0.6289059519767761,,,,,,,,
yeast,0.2,Baseline-Full,6,41,0.5822784900665283,34.449366971850395,0.09668665133024512,0.6705263157894736,0.5738396644592285,62,0.6026936026936027,0.5791245791245792,1.1051104068756104,1.1325829029083252,0.08141079374435375,0.0761718036550464,0.9653772711753845,0.6289059519767761,,,,,,,,
yeast,0.4,Baseline-Full,6,41,0.5822784900665283,34.449366971850395,0.09668665133024512,0.6705263157894736,0.5738396644592285,62,0.6026936026936027,0.5791245791245792,1.1051104068756104,1.1325829029083252,0.08141079374435375,0.0761718036550464,0.9653772711753845,0.6289059519767761,,,,,,,,
yeast,0.6,Baseline-Full,6,41,0.5822784900665283,34.449366971850395,0.09668665133024512,0.6705263157894736,0.5738396644592285,62,0.6026936026936027,0.5791245791245792,1.1051104068756104,1.1325829029083252,0.08141079374435375,0.0761718036550464,0.9653772711753845,0.6289059519767761,,,,,,,,
yeast,0.8,Baseline-Full,6,41,0.5822784900665283,34.449366971850395,0.09668665133024512,0.6705263157894736,0.5738396644592285,62,0.6026936026936027,0.5791245791245792,1.1051104068756104,1.1325829029083252,0.08141079374435375,0.0761718036550464,0.9653772711753845,0.6289059519767761,,,,,,,,
yeast,1.0,Baseline-Full,6,41,0.5822784900665283,34.449366971850395,0.09668665133024512,0.6705263157894736,0.5738396644592285,62,0.6026936026936027,0.5791245791245792,1.1051104068756104,1.1325829029083252,0.08141079374435375,0.0761718036550464,0.9653772711753845,0.6289059519767761,,,,,,,,
yeast,0.0,Baseline-Full,7,18,0.6244725584983826,23.584387883543968,0.04188760380995904,0.6452631578947369,0.6033755540847778,39,0.5589225589225589,0.5791245791245792,1.109088659286499,1.0920764207839966,0.07674066938133754,0.06338953746087624,1.0652767419815063,0.5745092630386353,,,,,,,,
yeast,0.2,Baseline-Full,7,18,0.6244725584983826,23.584387883543968,0.04188760380995904,0.6452631578947369,0.6033755540847778,39,0.5589225589225589,0.5791245791245792,1.109088659286499,1.0920764207839966,0.07674066938133754,0.06338953746087624,1.0652767419815063,0.5745092630386353,,,,,,,,
yeast,0.4,Baseline-Full,7,18,0.6244725584983826,23.584387883543968,0.04188760380995904,0.6452631578947369,0.6033755540847778,39,0.5589225589225589,0.5791245791245792,1.109088659286499,1.0920764207839966,0.07674066938133754,0.06338953746087624,1.0652767419815063,0.5745092630386353,,,,,,,,
yeast,0.6,Baseline-Full,7,18,0.6244725584983826,23.584387883543968,0.04188760380995904,0.6452631578947369,0.6033755540847778,39,0.5589225589225589,0.5791245791245792,1.109088659286499,1.0920764207839966,0.07674066938133754,0.06338953746087624,1.0652767419815063,0.5745092630386353,,,,,,,,
