dataset,alpha,group,seed,e_star,best_val_acc,auc_val,final_gen_gap
Wine,0.6,Distill-S,18,299,0.9285714030265808,273.35713601112366,0.0714285969734191
Wine,0.8,Distill-S,18,87,0.9285714030265808,95.1785694360733,0.0714285969734191
Wine,1.0,Distill-S,18,83,0.9285714030265808,91.49999809265135,0.0714285969734191
Wine,0.0,Baseline-Half,19,254,0.9642857313156128,262.03571735322475,0.0357142686843872
Wine,0.0,Baseline-Full,19,29,0.9642857313156128,44.9821433275938,0.0357142686843872
Wine,0.2,Baseline-Half,19,254,0.9642857313156128,262.03571735322475,0.0357142686843872
Wine,0.2,Baseline-Full,19,29,0.9642857313156128,44.9821433275938,0.0357142686843872
Wine,0.4,Baseline-Half,19,254,0.9642857313156128,262.03571735322475,0.0357142686843872
Wine,0.4,Baseline-Full,19,29,0.9642857313156128,44.9821433275938,0.0357142686843872
Wine,0.6,Baseline-Half,19,254,0.9642857313156128,262.03571735322475,0.0357142686843872
Wine,0.6,Baseline-Full,19,29,0.9642857313156128,44.9821433275938,0.0357142686843872
Wine,0.8,Baseline-Half,19,254,0.9642857313156128,262.03571735322475,0.0357142686843872
Wine,0.8,Baseline-Full,19,29,0.9642857313156128,44.9821433275938,0.0357142686843872
Wine,1.0,Baseline-Half,19,254,0.9642857313156128,262.03571735322475,0.0357142686843872
Wine,1.0,Baseline-Full,19,29,0.9642857313156128,44.9821433275938,0.0357142686843872
Wine,0.0,Distill-S,19,299,1.0,293.3392857462168,0.0
Wine,0.2,Distill-S,19,298,1.0,293.55357144773006,0.0
Wine,0.4,Distill-S,19,183,1.0,197.5535714477301,0.0
Wine,0.6,Distill-S,19,154,1.0,168.5357142686844,0.0
Wine,0.8,Distill-S,19,239,0.9642857313156128,246.7142888456583,0.0357142686843872
Wine,1.0,Distill-S,19,147,0.9642857313156128,158.75000129640102,0.0357142686843872
BreastCancer,0.0,Baseline-Half,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,0.0,Baseline-Full,0,9,0.9670329689979552,27.87912094593048,0.0274725255075392
BreastCancer,0.2,Baseline-Half,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,0.2,Baseline-Full,0,9,0.9670329689979552,27.87912094593048,0.0274725255075392
BreastCancer,0.4,Baseline-Half,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,0.4,Baseline-Full,0,9,0.9670329689979552,27.87912094593048,0.0274725255075392
BreastCancer,0.6,Baseline-Half,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,0.6,Baseline-Full,0,9,0.9670329689979552,27.87912094593048,0.0274725255075392
BreastCancer,0.8,Baseline-Half,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,0.8,Baseline-Full,0,9,0.9670329689979552,27.87912094593048,0.0274725255075392
BreastCancer,1.0,Baseline-Half,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,1.0,Baseline-Full,0,9,0.9670329689979552,27.87912094593048,0.0274725255075392
BreastCancer,0.0,Distill-S,0,16,0.9670329689979552,34.57692316174507,0.027472524852543
BreastCancer,0.2,Distill-S,0,15,0.9560439586639404,33.56593415141106,0.0329670303470486
BreastCancer,0.4,Distill-S,0,15,0.9670329689979552,33.43406602740288,0.0494505461755689
BreastCancer,0.6,Distill-S,0,15,0.9560439586639404,33.51098909974098,0.0329670303470486
BreastCancer,0.8,Distill-S,0,15,0.9670329689979552,33.49450558423996,0.0439560406810635
BreastCancer,1.0,Distill-S,0,15,0.9670329689979552,33.527472615242004,0.0439560406810635
BreastCancer,0.0,Baseline-Half,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,0.0,Baseline-Full,1,12,0.9780219793319702,31.18131873011589,0.019230767920777
BreastCancer,0.2,Baseline-Half,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,0.2,Baseline-Full,1,12,0.9780219793319702,31.18131873011589,0.019230767920777
BreastCancer,0.4,Baseline-Half,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,0.4,Baseline-Full,1,12,0.9780219793319702,31.18131873011589,0.019230767920777
BreastCancer,0.6,Baseline-Half,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,0.6,Baseline-Full,1,12,0.9780219793319702,31.18131873011589,0.019230767920777
BreastCancer,0.8,Baseline-Half,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,0.8,Baseline-Full,1,12,0.9780219793319702,31.18131873011589,0.019230767920777
BreastCancer,1.0,Baseline-Half,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,1.0,Baseline-Full,1,12,0.9780219793319702,31.18131873011589,0.019230767920777
BreastCancer,0.0,Distill-S,1,20,0.9780219793319702,38.741758316755295,0.0164835151735243
BreastCancer,0.2,Distill-S,1,17,0.9560439586639404,35.3791209757328,0.038461535841554
BreastCancer,0.4,Distill-S,1,17,0.9670329689979552,35.62637370824814,0.0274725255075392
BreastCancer,0.6,Distill-S,1,16,0.9560439586639404,34.58241766691208,0.0274725255075392
BreastCancer,0.8,Distill-S,1,16,0.9560439586639404,34.4505495429039,0.0329670310020446
BreastCancer,1.0,Distill-S,1,17,0.9560439586639404,35.34615394473076,0.0439560413360595
BreastCancer,0.0,Baseline-Half,2,12,0.9560439586639404,29.82417595386505,0.0549450516700744
BreastCancer,0.0,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.0659340620040893
BreastCancer,0.2,Baseline-Half,2,12,0.9560439586639404,29.82417595386505,0.0549450516700744
BreastCancer,0.2,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.0659340620040893
BreastCancer,0.4,Baseline-Half,2,12,0.9560439586639404,29.82417595386505,0.0549450516700744
BreastCancer,0.4,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.0659340620040893
BreastCancer,0.6,Baseline-Half,2,12,0.9560439586639404,29.82417595386505,0.0549450516700744
BreastCancer,0.6,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.0659340620040893
BreastCancer,0.8,Baseline-Half,2,12,0.9560439586639404,29.82417595386505,0.0549450516700744
BreastCancer,0.8,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.0659340620040893
BreastCancer,1.0,Baseline-Half,2,12,0.9560439586639404,29.82417595386505,0.0549450516700744
BreastCancer,1.0,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.0659340620040893
BreastCancer,0.0,Distill-S,2,13,0.9450549483299256,30.73626387119293,0.0549450516700744
BreastCancer,0.2,Distill-S,2,13,0.9450549483299256,30.73626387119293,0.0549450516700744
BreastCancer,0.4,Distill-S,2,12,0.9450549483299256,29.80219793319702,0.0549450516700744
BreastCancer,0.6,Distill-S,2,12,0.9450549483299256,29.80219793319702,0.0549450516700744
BreastCancer,0.8,Distill-S,2,12,0.9560439586639404,29.80219793319702,0.0549450516700744
BreastCancer,1.0,Distill-S,2,12,0.9560439586639404,29.791208922863007,0.0549450516700744
BreastCancer,0.0,Baseline-Half,3,17,0.9670329689979552,35.291208893060684,0.0329670310020446
BreastCancer,0.0,Baseline-Full,3,8,0.9670329689979552,27.09340664744377,0.0219780206680297
BreastCancer,0.2,Baseline-Half,3,17,0.9670329689979552,35.291208893060684,0.0329670310020446
BreastCancer,0.2,Baseline-Full,3,8,0.9670329689979552,27.09340664744377,0.0219780206680297
BreastCancer,0.4,Baseline-Half,3,17,0.9670329689979552,35.291208893060684,0.0329670310020446
BreastCancer,0.4,Baseline-Full,3,8,0.9670329689979552,27.09340664744377,0.0219780206680297
BreastCancer,0.6,Baseline-Half,3,17,0.9670329689979552,35.291208893060684,0.0329670310020446
BreastCancer,0.6,Baseline-Full,3,8,0.9670329689979552,27.09340664744377,0.0219780206680297
BreastCancer,0.8,Baseline-Half,3,17,0.9670329689979552,35.291208893060684,0.0329670310020446
BreastCancer,0.8,Baseline-Full,3,8,0.9670329689979552,27.09340664744377,0.0219780206680297
BreastCancer,1.0,Baseline-Half,3,17,0.9670329689979552,35.291208893060684,0.0329670310020446
BreastCancer,1.0,Baseline-Full,3,8,0.9670329689979552,27.09340664744377,0.0219780206680297
BreastCancer,0.0,Distill-S,3,18,0.9780219793319702,36.28021988272667,0.038461535841554
BreastCancer,0.2,Distill-S,3,17,0.9670329689979552,35.42857152223587,0.0219780206680297
BreastCancer,0.4,Distill-S,3,17,0.9670329689979552,35.225274831056595,0.0274725255075392
BreastCancer,0.6,Distill-S,3,17,0.9670329689979552,35.25824186205864,0.0274725255075392
BreastCancer,0.8,Distill-S,3,17,0.9560439586639404,35.159340769052505,0.0274725255075392
BreastCancer,1.0,Distill-S,3,17,0.9670329689979552,35.28021988272667,0.0329670310020446
BreastCancer,0.0,Baseline-Half,4,15,0.9560439586639404,32.582417726516724,0.0659340620040893
BreastCancer,0.0,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.0439560413360595
BreastCancer,0.2,Baseline-Half,4,15,0.9560439586639404,32.582417726516724,0.0659340620040893
BreastCancer,0.2,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.0439560413360595
BreastCancer,0.4,Baseline-Half,4,15,0.9560439586639404,32.582417726516724,0.0659340620040893
BreastCancer,0.4,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.0439560413360595
BreastCancer,0.6,Baseline-Half,4,15,0.9560439586639404,32.582417726516724,0.0659340620040893
BreastCancer,0.6,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.0439560413360595
BreastCancer,0.8,Baseline-Half,4,15,0.9560439586639404,32.582417726516724,0.0659340620040893
BreastCancer,0.8,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.0439560413360595
BreastCancer,1.0,Baseline-Half,4,15,0.9560439586639404,32.582417726516724,0.0659340620040893
BreastCancer,1.0,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.0439560413360595
BreastCancer,0.0,Distill-S,4,16,0.9560439586639404,33.72527486085892,0.0329670303470486
BreastCancer,0.2,Distill-S,4,16,0.9560439586639404,33.72527486085892,0.038461535841554
BreastCancer,0.4,Distill-S,4,16,0.9560439586639404,33.74725288152695,0.038461535841554
BreastCancer,0.6,Distill-S,4,15,0.9560439586639404,32.71978035569191,0.0549450516700744
BreastCancer,0.8,Distill-S,4,16,0.9560439586639404,33.664835304021835,0.0549450516700744
BreastCancer,1.0,Distill-S,4,15,0.9560439586639404,32.59340673685074,0.0659340620040893
BreastCancer,0.0,Baseline-Half,5,54,0.9890109896659852,72.31318691372871,0.0109890103340148
BreastCancer,0.0,Baseline-Full,5,299,1.0,298.35714289546013,0.0
BreastCancer,0.2,Baseline-Half,5,54,0.9890109896659852,72.31318691372871,0.0109890103340148
BreastCancer,0.2,Baseline-Full,5,299,1.0,298.35714289546013,0.0
BreastCancer,0.4,Baseline-Half,5,54,0.9890109896659852,72.31318691372871,0.0109890103340148
BreastCancer,0.4,Baseline-Full,5,299,1.0,298.35714289546013,0.0
BreastCancer,0.6,Baseline-Half,5,54,0.9890109896659852,72.31318691372871,0.0109890103340148
BreastCancer,0.6,Baseline-Full,5,299,1.0,298.35714289546013,0.0
BreastCancer,0.8,Baseline-Half,5,54,0.9890109896659852,72.31318691372871,0.0109890103340148
BreastCancer,0.8,Baseline-Full,5,299,1.0,298.35714289546013,0.0
BreastCancer,1.0,Baseline-Half,5,54,0.9890109896659852,72.31318691372871,0.0109890103340148
BreastCancer,1.0,Baseline-Full,5,299,1.0,298.35714289546013,0.0
BreastCancer,0.0,Distill-S,5,79,0.9780219793319702,96.39560455083848,0.0164835151735243
BreastCancer,0.2,Distill-S,5,199,1.0,216.84615397453308,-0.0054945054945054
BreastCancer,0.4,Distill-S,5,47,0.9780219793319702,65.14285725355148,0.0219780206680297
BreastCancer,0.6,Distill-S,5,292,1.0,296.60439574718475,0.0
BreastCancer,0.8,Distill-S,5,45,0.9780219793319702,63.03296715021133,0.0219780206680297
BreastCancer,1.0,Distill-S,5,50,0.9890109896659852,68.35714295506477,0.0109890103340148
BreastCancer,0.0,Baseline-Half,6,26,0.9670329689979552,44.28021988272667,0.0329670310020446
BreastCancer,0.0,Baseline-Full,6,22,0.9670329689979552,40.25274735689163,0.0329670310020446
BreastCancer,0.2,Baseline-Half,6,26,0.9670329689979552,44.28021988272667,0.0329670310020446
BreastCancer,0.2,Baseline-Full,6,22,0.9670329689979552,40.25274735689163,0.0329670310020446
BreastCancer,0.4,Baseline-Half,6,26,0.9670329689979552,44.28021988272667,0.0329670310020446
BreastCancer,0.4,Baseline-Full,6,22,0.9670329689979552,40.25274735689163,0.0329670310020446
BreastCancer,0.6,Baseline-Half,6,26,0.9670329689979552,44.28021988272667,0.0329670310020446
BreastCancer,0.6,Baseline-Full,6,22,0.9670329689979552,40.25274735689163,0.0329670310020446
BreastCancer,0.8,Baseline-Half,6,26,0.9670329689979552,44.28021988272667,0.0329670310020446
BreastCancer,0.8,Baseline-Full,6,22,0.9670329689979552,40.25274735689163,0.0329670310020446
BreastCancer,1.0,Baseline-Half,6,26,0.9670329689979552,44.28021988272667,0.0329670310020446
BreastCancer,1.0,Baseline-Full,6,22,0.9670329689979552,40.25274735689163,0.0329670310020446
BreastCancer,0.0,Distill-S,6,25,0.9450549483299256,42.27472543716431,0.0329670296920524
BreastCancer,0.2,Distill-S,6,14,0.9560439586639404,32.20879131555557,0.0164835145185281
BreastCancer,0.4,Distill-S,6,25,0.9670329689979552,43.05494517087936,0.0164835145185281
BreastCancer,0.6,Distill-S,6,24,0.9670329689979552,42.10989022254944,0.0219780200130337
BreastCancer,0.8,Distill-S,6,25,0.9670329689979552,43.06593418121338,0.0219780200130337
BreastCancer,1.0,Distill-S,6,26,0.9670329689979552,44.269230872392654,0.0329670310020446
BreastCancer,0.0,Baseline-Half,7,17,0.9670329689979552,35.51098909974098,0.0329670310020446
BreastCancer,0.0,Baseline-Full,7,14,0.9780219793319702,32.98351654410362,0.019230767920777
BreastCancer,0.2,Baseline-Half,7,17,0.9670329689979552,35.51098909974098,0.0329670310020446
BreastCancer,0.2,Baseline-Full,7,14,0.9780219793319702,32.98351654410362,0.019230767920777
BreastCancer,0.4,Baseline-Half,7,17,0.9670329689979552,35.51098909974098,0.0329670310020446
BreastCancer,0.4,Baseline-Full,7,14,0.9780219793319702,32.98351654410362,0.019230767920777
BreastCancer,0.6,Baseline-Half,7,17,0.9670329689979552,35.51098909974098,0.0329670310020446
BreastCancer,0.6,Baseline-Full,7,14,0.9780219793319702,32.98351654410362,0.019230767920777
BreastCancer,0.8,Baseline-Half,7,17,0.9670329689979552,35.51098909974098,0.0329670310020446
BreastCancer,0.8,Baseline-Full,7,14,0.9780219793319702,32.98351654410362,0.019230767920777
BreastCancer,1.0,Baseline-Half,7,17,0.9670329689979552,35.51098909974098,0.0329670310020446
BreastCancer,1.0,Baseline-Full,7,14,0.9780219793319702,32.98351654410362,0.019230767920777
BreastCancer,0.0,Distill-S,7,111,0.9890109896659852,128.76373639702797,-6.549960573920544e-10
BreastCancer,0.2,Distill-S,7,56,0.9560439586639404,72.7582419514656,0.0329670303470486
BreastCancer,0.4,Distill-S,7,139,0.9780219793319702,154.7252749800682,0.0109890096790188
BreastCancer,0.6,Distill-S,7,18,0.9560439586639404,36.18681329488754,0.027472524852543
BreastCancer,0.8,Distill-S,7,17,0.9560439586639404,35.461538553237915,0.027472524852543
BreastCancer,1.0,Distill-S,7,17,0.9670329689979552,35.48901107907295,0.0329670310020446
BreastCancer,0.0,Baseline-Half,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,0.0,Baseline-Full,8,24,0.9890109896659852,42.86263743042946,0.0109890103340148
BreastCancer,0.2,Baseline-Half,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,0.2,Baseline-Full,8,24,0.9890109896659852,42.86263743042946,0.0109890103340148
BreastCancer,0.4,Baseline-Half,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,0.4,Baseline-Full,8,24,0.9890109896659852,42.86263743042946,0.0109890103340148
BreastCancer,0.6,Baseline-Half,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,0.6,Baseline-Full,8,24,0.9890109896659852,42.86263743042946,0.0109890103340148
BreastCancer,0.8,Baseline-Half,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,0.8,Baseline-Full,8,24,0.9890109896659852,42.86263743042946,0.0109890103340148
BreastCancer,1.0,Baseline-Half,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,1.0,Baseline-Full,8,24,0.9890109896659852,42.86263743042946,0.0109890103340148
BreastCancer,0.0,Distill-S,8,19,0.9560439586639404,36.69230782985687,0.0549450516700744
BreastCancer,0.2,Distill-S,8,18,0.9450549483299256,35.664835304021835,0.0494505461755689
BreastCancer,0.4,Distill-S,8,299,1.0,294.5054947733879,0.0
BreastCancer,0.6,Distill-S,8,14,0.9560439586639404,32.159340769052505,0.0439560413360595
BreastCancer,0.8,Distill-S,8,299,0.9670329689979552,289.0384621322155,0.0329670310020446
BreastCancer,1.0,Distill-S,8,21,0.9780219793319702,39.46153855323792,0.0219780206680297
BreastCancer,0.0,Baseline-Half,9,28,0.9780219793319702,45.214285880327225,0.0329670310020446
BreastCancer,0.0,Baseline-Full,9,13,0.9780219793319702,31.54945063591004,0.0329670310020446
BreastCancer,0.2,Baseline-Half,9,28,0.9780219793319702,45.214285880327225,0.0329670310020446
BreastCancer,0.2,Baseline-Full,9,13,0.9780219793319702,31.54945063591004,0.0329670310020446
BreastCancer,0.4,Baseline-Half,9,28,0.9780219793319702,45.214285880327225,0.0329670310020446
BreastCancer,0.4,Baseline-Full,9,13,0.9780219793319702,31.54945063591004,0.0329670310020446
BreastCancer,0.6,Baseline-Half,9,28,0.9780219793319702,45.214285880327225,0.0329670310020446
BreastCancer,0.6,Baseline-Full,9,13,0.9780219793319702,31.54945063591004,0.0329670310020446
BreastCancer,0.8,Baseline-Half,9,28,0.9780219793319702,45.214285880327225,0.0329670310020446
BreastCancer,0.8,Baseline-Full,9,13,0.9780219793319702,31.54945063591004,0.0329670310020446
BreastCancer,1.0,Baseline-Half,9,28,0.9780219793319702,45.214285880327225,0.0329670310020446
BreastCancer,1.0,Baseline-Full,9,13,0.9780219793319702,31.54945063591004,0.0329670310020446
BreastCancer,0.0,Distill-S,9,46,0.9780219793319702,62.57692328095436,0.0164835151735243
BreastCancer,0.2,Distill-S,9,46,0.9780219793319702,62.483516693115234,0.0219780200130337
BreastCancer,0.4,Distill-S,9,37,0.9670329689979552,53.98351666331291,0.0329670310020446
BreastCancer,0.6,Distill-S,9,30,0.9780219793319702,47.302197962999344,0.0274725255075392
BreastCancer,0.8,Distill-S,9,30,0.9780219793319702,47.20329686999321,0.0329670310020446
BreastCancer,1.0,Distill-S,9,30,0.9780219793319702,47.11538478732109,0.0329670310020446
BreastCancer,0.0,Baseline-Half,10,13,0.9670329689979552,31.10989022254944,0.0439560413360595
BreastCancer,0.0,Baseline-Full,10,7,0.9670329689979552,26.087912142276764,0.0219780206680297
BreastCancer,0.2,Baseline-Half,10,13,0.9670329689979552,31.10989022254944,0.0439560413360595
BreastCancer,0.2,Baseline-Full,10,7,0.9670329689979552,26.087912142276764,0.0219780206680297
BreastCancer,0.4,Baseline-Half,10,13,0.9670329689979552,31.10989022254944,0.0439560413360595
BreastCancer,0.4,Baseline-Full,10,7,0.9670329689979552,26.087912142276764,0.0219780206680297
BreastCancer,0.6,Baseline-Half,10,13,0.9670329689979552,31.10989022254944,0.0439560413360595
BreastCancer,0.6,Baseline-Full,10,7,0.9670329689979552,26.087912142276764,0.0219780206680297
BreastCancer,0.8,Baseline-Half,10,13,0.9670329689979552,31.10989022254944,0.0439560413360595
BreastCancer,0.8,Baseline-Full,10,7,0.9670329689979552,26.087912142276764,0.0219780206680297
BreastCancer,1.0,Baseline-Half,10,13,0.9670329689979552,31.10989022254944,0.0439560413360595
BreastCancer,1.0,Baseline-Full,10,7,0.9670329689979552,26.087912142276764,0.0219780206680297
BreastCancer,0.0,Distill-S,10,13,0.9670329689979552,31.25824186205864,0.0439560413360595
BreastCancer,0.2,Distill-S,10,13,0.9670329689979552,31.16483527421952,0.0439560413360595
BreastCancer,0.4,Distill-S,10,13,0.9670329689979552,31.142857253551483,0.0439560413360595
BreastCancer,0.6,Distill-S,10,12,0.9780219793319702,30.36813196539879,0.0329670310020446
BreastCancer,0.8,Distill-S,10,13,0.9670329689979552,31.13186824321747,0.0439560413360595
BreastCancer,1.0,Distill-S,10,13,0.9670329689979552,31.120879232883453,0.0439560413360595
BreastCancer,0.0,Baseline-Half,11,23,0.9780219793319702,41.34065943956375,0.0274725255075392
BreastCancer,0.0,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.0164835151735243
BreastCancer,0.2,Baseline-Half,11,23,0.9780219793319702,41.34065943956375,0.0274725255075392
BreastCancer,0.2,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.0164835151735243
BreastCancer,0.4,Baseline-Half,11,23,0.9780219793319702,41.34065943956375,0.0274725255075392
BreastCancer,0.4,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.0164835151735243
BreastCancer,0.6,Baseline-Half,11,23,0.9780219793319702,41.34065943956375,0.0274725255075392
BreastCancer,0.6,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.0164835151735243
BreastCancer,0.8,Baseline-Half,11,23,0.9780219793319702,41.34065943956375,0.0274725255075392
BreastCancer,0.8,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.0164835151735243
BreastCancer,1.0,Baseline-Half,11,23,0.9780219793319702,41.34065943956375,0.0274725255075392
BreastCancer,1.0,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.0164835151735243
BreastCancer,0.0,Distill-S,11,20,0.9890109896659852,38.90659347176552,0.0164835151735243
BreastCancer,0.2,Distill-S,11,20,0.9890109896659852,38.90659347176552,0.0164835151735243
BreastCancer,0.4,Distill-S,11,20,0.9780219793319702,38.43406602740288,0.038461535841554
BreastCancer,0.6,Distill-S,11,22,0.9780219793319702,40.3736264705658,0.0274725255075392
BreastCancer,0.8,Distill-S,11,23,0.9780219793319702,41.56593415141106,0.0109890096790188
BreastCancer,1.0,Distill-S,11,23,0.9780219793319702,41.47802206873894,0.0164835151735243
BreastCancer,0.0,Baseline-Half,12,25,0.9780219793319702,43.40659350156784,0.0109890103340148
BreastCancer,0.0,Baseline-Full,12,25,1.0,44.14285719394684,0.0219780206680297
BreastCancer,0.2,Baseline-Half,12,25,0.9780219793319702,43.40659350156784,0.0109890103340148
BreastCancer,0.2,Baseline-Full,12,25,1.0,44.14285719394684,0.0219780206680297
BreastCancer,0.4,Baseline-Half,12,25,0.9780219793319702,43.40659350156784,0.0109890103340148
BreastCancer,0.4,Baseline-Full,12,25,1.0,44.14285719394684,0.0219780206680297
BreastCancer,0.6,Baseline-Half,12,25,0.9780219793319702,43.40659350156784,0.0109890103340148
BreastCancer,0.6,Baseline-Full,12,25,1.0,44.14285719394684,0.0219780206680297
BreastCancer,0.8,Baseline-Half,12,25,0.9780219793319702,43.40659350156784,0.0109890103340148
BreastCancer,0.8,Baseline-Full,12,25,1.0,44.14285719394684,0.0219780206680297
BreastCancer,1.0,Baseline-Half,12,25,0.9780219793319702,43.40659350156784,0.0109890103340148
BreastCancer,1.0,Baseline-Full,12,25,1.0,44.14285719394684,0.0219780206680297
BreastCancer,0.0,Distill-S,12,95,1.0,113.54395613074304,-0.0054945054945054
BreastCancer,0.2,Distill-S,12,70,0.9890109896659852,88.1538462638855,-6.549960573920544e-10
BreastCancer,0.4,Distill-S,12,20,0.9780219793319702,38.44505503773689,0.0219780206680297
BreastCancer,0.6,Distill-S,12,20,0.9780219793319702,38.46703305840492,0.0219780206680297
BreastCancer,0.8,Distill-S,12,20,0.9780219793319702,38.4505495429039,0.0109890103340148
BreastCancer,1.0,Distill-S,12,20,0.9780219793319702,38.47252756357193,0.0109890103340148
BreastCancer,0.0,Baseline-Half,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,0.0,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.2,Baseline-Half,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,0.2,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.4,Baseline-Half,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,0.4,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.6,Baseline-Half,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,0.6,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.8,Baseline-Half,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,0.8,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,1.0,Baseline-Half,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,1.0,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.0,Distill-S,13,141,1.0,159.7362638115883,0.0109890103340148
BreastCancer,0.2,Distill-S,13,299,1.0,297.71978029608727,0.0
BreastCancer,0.4,Distill-S,13,115,1.0,134.15934070944786,0.0
BreastCancer,0.6,Distill-S,13,253,1.0,271.1978023052216,0.0
BreastCancer,0.8,Distill-S,13,56,0.9890109896659852,74.4505495429039,0.0109890103340148
BreastCancer,1.0,Distill-S,13,56,0.9890109896659852,74.45604404807091,0.0109890103340148
BreastCancer,0.0,Baseline-Half,14,24,0.9670329689979552,42.587912172079086,0.0219780206680297
BreastCancer,0.0,Baseline-Full,14,19,0.9780219793319702,37.87362644076347,0.019230767920777
BreastCancer,0.2,Baseline-Half,14,24,0.9670329689979552,42.587912172079086,0.0219780206680297
BreastCancer,0.2,Baseline-Full,14,19,0.9780219793319702,37.87362644076347,0.019230767920777
BreastCancer,0.4,Baseline-Half,14,24,0.9670329689979552,42.587912172079086,0.0219780206680297
BreastCancer,0.4,Baseline-Full,14,19,0.9780219793319702,37.87362644076347,0.019230767920777
BreastCancer,0.6,Baseline-Half,14,24,0.9670329689979552,42.587912172079086,0.0219780206680297
BreastCancer,0.6,Baseline-Full,14,19,0.9780219793319702,37.87362644076347,0.019230767920777
BreastCancer,0.8,Baseline-Half,14,24,0.9670329689979552,42.587912172079086,0.0219780206680297
BreastCancer,0.8,Baseline-Full,14,19,0.9780219793319702,37.87362644076347,0.019230767920777
BreastCancer,1.0,Baseline-Half,14,24,0.9670329689979552,42.587912172079086,0.0219780206680297
BreastCancer,1.0,Baseline-Full,14,19,0.9780219793319702,37.87362644076347,0.019230767920777
BreastCancer,0.0,Distill-S,14,39,0.9780219793319702,57.203296810388565,0.0109890096790188
BreastCancer,0.2,Distill-S,14,34,0.9780219793319702,52.3021979033947,0.0164835151735243
BreastCancer,0.4,Distill-S,14,40,0.9780219793319702,58.12637373805046,0.0164835151735243
BreastCancer,0.6,Distill-S,14,34,0.9670329689979552,52.14835175871849,0.0164835151735243
BreastCancer,0.8,Distill-S,14,24,0.9780219793319702,42.56593415141106,0.0164835151735243
BreastCancer,1.0,Distill-S,14,24,0.9780219793319702,42.56593415141106,0.0164835151735243
BreastCancer,0.0,Baseline-Half,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,0.0,Baseline-Full,15,18,0.9780219793319702,36.87912094593048,0.0274725255075392
BreastCancer,0.2,Baseline-Half,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,0.2,Baseline-Full,15,18,0.9780219793319702,36.87912094593048,0.0274725255075392
