dataset,alpha,group,seed,e_star,best_val_acc,auc_val,final_gen_gap
BreastCancer,0.4,Baseline-Half,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,0.4,Baseline-Full,15,18,0.9780219793319702,36.87912094593048,0.0274725255075392
BreastCancer,0.6,Baseline-Half,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,0.6,Baseline-Full,15,18,0.9780219793319702,36.87912094593048,0.0274725255075392
BreastCancer,0.8,Baseline-Half,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,0.8,Baseline-Full,15,18,0.9780219793319702,36.87912094593048,0.0274725255075392
BreastCancer,1.0,Baseline-Half,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,1.0,Baseline-Full,15,18,0.9780219793319702,36.87912094593048,0.0274725255075392
BreastCancer,0.0,Distill-S,15,25,0.9780219793319702,43.19780230522156,0.0109890096790188
BreastCancer,0.2,Distill-S,15,16,0.9560439586639404,33.90109902620316,0.0329670303470486
BreastCancer,0.4,Distill-S,15,17,0.9780219793319702,35.12637373805046,0.027472524852543
BreastCancer,0.6,Distill-S,15,17,0.9670329689979552,35.13736274838448,0.0439560413360595
BreastCancer,0.8,Distill-S,15,16,0.9560439586639404,34.06043967604637,0.0329670303470486
BreastCancer,1.0,Distill-S,15,16,0.9560439586639404,34.06043967604637,0.038461535841554
BreastCancer,0.0,Baseline-Half,16,75,1.0,94.17582422494888,0.0
BreastCancer,0.0,Baseline-Full,16,34,0.9890109896659852,53.39010992646217,0.0109890103340148
BreastCancer,0.2,Baseline-Half,16,75,1.0,94.17582422494888,0.0
BreastCancer,0.2,Baseline-Full,16,34,0.9890109896659852,53.39010992646217,0.0109890103340148
BreastCancer,0.4,Baseline-Half,16,75,1.0,94.17582422494888,0.0
BreastCancer,0.4,Baseline-Full,16,34,0.9890109896659852,53.39010992646217,0.0109890103340148
BreastCancer,0.6,Baseline-Half,16,75,1.0,94.17582422494888,0.0
BreastCancer,0.6,Baseline-Full,16,34,0.9890109896659852,53.39010992646217,0.0109890103340148
BreastCancer,0.8,Baseline-Half,16,75,1.0,94.17582422494888,0.0
BreastCancer,0.8,Baseline-Full,16,34,0.9890109896659852,53.39010992646217,0.0109890103340148
BreastCancer,1.0,Baseline-Half,16,75,1.0,94.17582422494888,0.0
BreastCancer,1.0,Baseline-Full,16,34,0.9890109896659852,53.39010992646217,0.0109890103340148
BreastCancer,0.0,Distill-S,16,134,1.0,153.14835169911385,-0.0109890109890109
BreastCancer,0.2,Distill-S,16,245,1.0,264.236263781786,-0.0109890109890109
BreastCancer,0.4,Distill-S,16,78,0.9890109896659852,96.35714295506476,0.0054945048395094
BreastCancer,0.6,Distill-S,16,66,1.0,85.02197808027267,-0.0054945054945054
BreastCancer,0.8,Distill-S,16,299,1.0,298.14835169911385,0.0
BreastCancer,1.0,Distill-S,16,293,1.0,298.14835169911385,0.0
BreastCancer,0.0,Baseline-Half,17,31,0.9890109896659852,49.9670330286026,0.0109890103340148
BreastCancer,0.0,Baseline-Full,17,15,0.9780219793319702,34.14285719394684,0.019230767920777
BreastCancer,0.2,Baseline-Half,17,31,0.9890109896659852,49.9670330286026,0.0109890103340148
BreastCancer,0.2,Baseline-Full,17,15,0.9780219793319702,34.14285719394684,0.019230767920777
BreastCancer,0.4,Baseline-Half,17,31,0.9890109896659852,49.9670330286026,0.0109890103340148
BreastCancer,0.4,Baseline-Full,17,15,0.9780219793319702,34.14285719394684,0.019230767920777
BreastCancer,0.6,Baseline-Half,17,31,0.9890109896659852,49.9670330286026,0.0109890103340148
BreastCancer,0.6,Baseline-Full,17,15,0.9780219793319702,34.14285719394684,0.019230767920777
BreastCancer,0.8,Baseline-Half,17,31,0.9890109896659852,49.9670330286026,0.0109890103340148
BreastCancer,0.8,Baseline-Full,17,15,0.9780219793319702,34.14285719394684,0.019230767920777
BreastCancer,1.0,Baseline-Half,17,31,0.9890109896659852,49.9670330286026,0.0109890103340148
BreastCancer,1.0,Baseline-Full,17,15,0.9780219793319702,34.14285719394684,0.019230767920777
BreastCancer,0.0,Distill-S,17,28,0.9780219793319702,46.675824254751205,0.0164835151735243
BreastCancer,0.2,Distill-S,17,51,0.9780219793319702,69.1538462638855,0.0164835151735243
BreastCancer,0.4,Distill-S,17,17,0.9780219793319702,35.90659347176552,0.0109890096790188
BreastCancer,0.6,Distill-S,17,50,0.9780219793319702,68.18131878972054,0.0219780206680297
BreastCancer,0.8,Distill-S,17,50,0.9890109896659852,68.75824183225632,0.0109890103340148
BreastCancer,1.0,Distill-S,17,32,0.9890109896659852,50.956044018268585,0.0109890103340148
BreastCancer,0.0,Baseline-Half,18,24,0.9670329689979552,42.17032977938652,0.0274725255075392
BreastCancer,0.0,Baseline-Full,18,22,0.9780219793319702,40.48901107907295,0.0302197782547919
BreastCancer,0.2,Baseline-Half,18,24,0.9670329689979552,42.17032977938652,0.0274725255075392
BreastCancer,0.2,Baseline-Full,18,22,0.9780219793319702,40.48901107907295,0.0302197782547919
BreastCancer,0.4,Baseline-Half,18,24,0.9670329689979552,42.17032977938652,0.0274725255075392
BreastCancer,0.4,Baseline-Full,18,22,0.9780219793319702,40.48901107907295,0.0302197782547919
BreastCancer,0.6,Baseline-Half,18,24,0.9670329689979552,42.17032977938652,0.0274725255075392
BreastCancer,0.6,Baseline-Full,18,22,0.9780219793319702,40.48901107907295,0.0302197782547919
BreastCancer,0.8,Baseline-Half,18,24,0.9670329689979552,42.17032977938652,0.0274725255075392
BreastCancer,0.8,Baseline-Full,18,22,0.9780219793319702,40.48901107907295,0.0302197782547919
BreastCancer,1.0,Baseline-Half,18,24,0.9670329689979552,42.17032977938652,0.0274725255075392
BreastCancer,1.0,Baseline-Full,18,22,0.9780219793319702,40.48901107907295,0.0302197782547919
BreastCancer,0.0,Distill-S,18,38,0.9780219793319702,55.98901110887528,0.0164835151735243
BreastCancer,0.2,Distill-S,18,41,0.9670329689979552,58.61538475751877,0.0274725255075392
BreastCancer,0.4,Distill-S,18,34,0.9670329689979552,51.774725407361984,0.0274725255075392
BreastCancer,0.6,Distill-S,18,34,0.9670329689979552,51.71978035569191,0.0274725255075392
BreastCancer,0.8,Distill-S,18,27,0.9670329689979552,45.06043967604637,0.0274725255075392
BreastCancer,1.0,Distill-S,18,28,0.9670329689979552,46.02747264504433,0.0329670310020446
BreastCancer,0.0,Baseline-Half,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
BreastCancer,0.0,Baseline-Full,19,17,0.9890109896659852,36.46153849363327,0.0082417575867621
BreastCancer,0.2,Baseline-Half,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
BreastCancer,0.2,Baseline-Full,19,17,0.9890109896659852,36.46153849363327,0.0082417575867621
BreastCancer,0.4,Baseline-Half,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
BreastCancer,0.4,Baseline-Full,19,17,0.9890109896659852,36.46153849363327,0.0082417575867621
BreastCancer,0.6,Baseline-Half,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
BreastCancer,0.6,Baseline-Full,19,17,0.9890109896659852,36.46153849363327,0.0082417575867621
BreastCancer,0.8,Baseline-Half,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
BreastCancer,0.8,Baseline-Full,19,17,0.9890109896659852,36.46153849363327,0.0082417575867621
BreastCancer,1.0,Baseline-Half,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
BreastCancer,1.0,Baseline-Full,19,17,0.9890109896659852,36.46153849363327,0.0082417575867621
BreastCancer,0.0,Distill-S,19,19,0.9890109896659852,37.521978110075,0.027472524852543
BreastCancer,0.2,Distill-S,19,30,0.9890109896659852,48.912087976932526,-6.549960573920544e-10
BreastCancer,0.4,Distill-S,19,30,0.9890109896659852,48.890109956264496,-6.549960573920544e-10
BreastCancer,0.6,Distill-S,19,30,0.9890109896659852,48.890109956264496,-6.549960573920544e-10
BreastCancer,0.8,Distill-S,19,30,0.9890109896659852,48.90109896659851,0.0054945048395094
BreastCancer,1.0,Distill-S,19,30,0.9890109896659852,48.912087976932526,0.0109890103340148
Digits,0.0,Baseline-Half,0,51,0.9721254110336304,67.4094065874815,0.0278745889663696
Digits,0.0,Baseline-Full,0,25,0.9860627055168152,43.60627177357674,0.0174216032028198
Digits,0.2,Baseline-Half,0,51,0.9721254110336304,67.4094065874815,0.0278745889663696
Digits,0.2,Baseline-Full,0,25,0.9860627055168152,43.60627177357674,0.0174216032028198
Digits,0.4,Baseline-Half,0,51,0.9721254110336304,67.4094065874815,0.0278745889663696
Digits,0.4,Baseline-Full,0,25,0.9860627055168152,43.60627177357674,0.0174216032028198
Digits,0.6,Baseline-Half,0,51,0.9721254110336304,67.4094065874815,0.0278745889663696
Digits,0.6,Baseline-Full,0,25,0.9860627055168152,43.60627177357674,0.0174216032028198
Digits,0.8,Baseline-Half,0,51,0.9721254110336304,67.4094065874815,0.0278745889663696
Digits,0.8,Baseline-Full,0,25,0.9860627055168152,43.60627177357674,0.0174216032028198
Digits,1.0,Baseline-Half,0,51,0.9721254110336304,67.4094065874815,0.0278745889663696
Digits,1.0,Baseline-Full,0,25,0.9860627055168152,43.60627177357674,0.0174216032028198
Digits,0.0,Distill-S,0,111,0.9686411023139954,124.66550551354884,0.0157127716230309
Digits,0.2,Distill-S,0,135,0.9651567935943604,148.1776995807886,0.0244023759468742
Digits,0.4,Distill-S,0,85,0.9756097793579102,100.42856980860232,0.0226571976620217
Digits,0.6,Distill-S,0,128,0.9756097793579102,142.60453091561794,0.0226632455120916
Digits,0.8,Distill-S,0,99,0.9721254110336304,113.94424964487553,0.026135458531587
Digits,1.0,Distill-S,0,212,0.9721254110336304,223.6498216241598,0.0278745889663696
Digits,0.0,Baseline-Half,1,46,0.9756097793579102,63.10975648462773,0.0243902206420898
Digits,0.0,Baseline-Full,1,33,0.9860627055168152,51.702090084552765,0.0139372944831848
Digits,0.2,Baseline-Half,1,46,0.9756097793579102,63.10975648462773,0.0243902206420898
Digits,0.2,Baseline-Full,1,33,0.9860627055168152,51.702090084552765,0.0139372944831848
Digits,0.4,Baseline-Half,1,46,0.9756097793579102,63.10975648462773,0.0243902206420898
Digits,0.4,Baseline-Full,1,33,0.9860627055168152,51.702090084552765,0.0139372944831848
Digits,0.6,Baseline-Half,1,46,0.9756097793579102,63.10975648462773,0.0243902206420898
Digits,0.6,Baseline-Full,1,33,0.9860627055168152,51.702090084552765,0.0139372944831848
Digits,0.8,Baseline-Half,1,46,0.9756097793579102,63.10975648462773,0.0243902206420898
Digits,0.8,Baseline-Full,1,33,0.9860627055168152,51.702090084552765,0.0139372944831848
Digits,1.0,Baseline-Half,1,46,0.9756097793579102,63.10975648462773,0.0243902206420898
Digits,1.0,Baseline-Full,1,33,0.9860627055168152,51.702090084552765,0.0139372944831848
Digits,0.0,Distill-S,1,97,0.9756097793579102,112.54703728854656,0.019172829337742
Digits,0.2,Distill-S,1,88,0.9686411023139954,103.6097546517849,0.0278806368164393
Digits,0.4,Distill-S,1,70,0.9686411023139954,86.00348374247551,0.0278806368164393
Digits,0.6,Distill-S,1,153,0.9721254110336304,167.32230107486248,0.0278806368164393
Digits,0.8,Distill-S,1,113,0.9825783967971802,128.79616776108742,0.0139372944831848
Digits,1.0,Distill-S,1,299,0.9756097793579102,290.7055783420801,0.0243902206420898
Digits,0.0,Baseline-Half,2,49,0.9616724848747252,64.23170770704746,0.0383275151252746
Digits,0.0,Baseline-Full,2,26,0.9651567935943604,43.62195092439652,0.0313588976860046
Digits,0.2,Baseline-Half,2,49,0.9616724848747252,64.23170770704746,0.0383275151252746
Digits,0.2,Baseline-Full,2,26,0.9651567935943604,43.62195092439652,0.0313588976860046
Digits,0.4,Baseline-Half,2,49,0.9616724848747252,64.23170770704746,0.0383275151252746
Digits,0.4,Baseline-Full,2,26,0.9651567935943604,43.62195092439652,0.0313588976860046
Digits,0.6,Baseline-Half,2,49,0.9616724848747252,64.23170770704746,0.0383275151252746
Digits,0.6,Baseline-Full,2,26,0.9651567935943604,43.62195092439652,0.0313588976860046
Digits,0.8,Baseline-Half,2,49,0.9616724848747252,64.23170770704746,0.0383275151252746
Digits,0.8,Baseline-Full,2,26,0.9651567935943604,43.62195092439652,0.0313588976860046
Digits,1.0,Baseline-Half,2,49,0.9616724848747252,64.23170770704746,0.0383275151252746
Digits,1.0,Baseline-Full,2,26,0.9651567935943604,43.62195092439652,0.0313588976860046
Digits,0.0,Distill-S,2,107,0.9547038078308104,118.3484327495098,0.0435752052846162
Digits,0.2,Distill-S,2,72,0.9547038078308104,85.58188171684742,0.0435752052846162
Digits,0.4,Distill-S,2,150,0.9547038078308104,159.77874474227428,0.0400848487149114
Digits,0.6,Distill-S,2,111,0.9616724848747252,123.149825617671,0.040072693410127
Digits,0.8,Distill-S,2,102,0.9616724848747252,115.07491339743136,0.0348492542557093
Digits,1.0,Distill-S,2,76,0.9581881761550904,90.04181323945522,0.0418118238449096
Digits,0.0,Baseline-Half,3,34,0.9442508816719056,49.61672501266003,0.0522648096084594
Digits,0.0,Baseline-Full,3,39,0.9790940880775452,56.74041819572449,0.0209059119224548
Digits,0.2,Baseline-Half,3,34,0.9442508816719056,49.61672501266003,0.0522648096084594
Digits,0.2,Baseline-Full,3,39,0.9790940880775452,56.74041819572449,0.0209059119224548
Digits,0.4,Baseline-Half,3,34,0.9442508816719056,49.61672501266003,0.0522648096084594
Digits,0.4,Baseline-Full,3,39,0.9790940880775452,56.74041819572449,0.0209059119224548
Digits,0.6,Baseline-Half,3,34,0.9442508816719056,49.61672501266003,0.0522648096084594
Digits,0.6,Baseline-Full,3,39,0.9790940880775452,56.74041819572449,0.0209059119224548
Digits,0.8,Baseline-Half,3,34,0.9442508816719056,49.61672501266003,0.0522648096084594
Digits,0.8,Baseline-Full,3,39,0.9790940880775452,56.74041819572449,0.0209059119224548
Digits,1.0,Baseline-Half,3,34,0.9442508816719056,49.61672501266003,0.0522648096084594
Digits,1.0,Baseline-Full,3,39,0.9790940880775452,56.74041819572449,0.0209059119224548
Digits,0.0,Distill-S,3,167,0.9616724848747252,177.8937290906906,0.0331101238209268
Digits,0.2,Distill-S,3,36,0.9442508816719056,51.51568005979061,0.0522708574585292
Digits,0.4,Distill-S,3,35,0.9442508816719056,50.5783976316452,0.0592334270477294
Digits,0.6,Distill-S,3,64,0.9477351903915404,78.19337971508503,0.0522648096084594
Digits,0.8,Distill-S,3,215,0.9477351903915404,221.5505215972662,0.0453022400192592
Digits,1.0,Distill-S,3,42,0.9442508816719056,57.14111544191837,0.0557491183280944
Digits,0.0,Baseline-Half,4,59,0.9790940880775452,75.82578460872173,0.0209059119224548
Digits,0.0,Baseline-Full,4,209,0.9790940880775452,223.07491436600685,0.0209059119224548
Digits,0.2,Baseline-Half,4,59,0.9790940880775452,75.82578460872173,0.0209059119224548
Digits,0.2,Baseline-Full,4,209,0.9790940880775452,223.07491436600685,0.0209059119224548
Digits,0.4,Baseline-Half,4,59,0.9790940880775452,75.82578460872173,0.0209059119224548
Digits,0.4,Baseline-Full,4,209,0.9790940880775452,223.07491436600685,0.0209059119224548
Digits,0.6,Baseline-Half,4,59,0.9790940880775452,75.82578460872173,0.0209059119224548
Digits,0.6,Baseline-Full,4,209,0.9790940880775452,223.07491436600685,0.0209059119224548
Digits,0.8,Baseline-Half,4,59,0.9790940880775452,75.82578460872173,0.0209059119224548
Digits,0.8,Baseline-Full,4,209,0.9790940880775452,223.07491436600685,0.0209059119224548
Digits,1.0,Baseline-Half,4,59,0.9790940880775452,75.82578460872173,0.0209059119224548
Digits,1.0,Baseline-Full,4,209,0.9790940880775452,223.07491436600685,0.0209059119224548
Digits,0.0,Distill-S,4,143,0.9686411023139954,156.16376258432865,0.0261415063816568
Digits,0.2,Distill-S,4,31,0.9686411023139954,48.11324016749859,0.036588384690492
Digits,0.4,Distill-S,4,181,0.9790940880775452,194.1114965826273,0.0243963280968043
Digits,0.6,Distill-S,4,123,0.9825783967971802,138.40069818496704,0.0191667814876722
Digits,0.8,Distill-S,4,43,0.9756097793579102,60.00000023841858,0.0243902206420898
Digits,1.0,Distill-S,4,225,0.9825783967971802,238.8797912746668,0.0174216032028198
Digits,0.0,Baseline-Half,5,57,0.9686411023139954,72.93379724025726,0.0313588976860046
Digits,0.0,Baseline-Full,5,20,0.9721254110336304,38.38675943017006,0.0243902206420898
Digits,0.2,Baseline-Half,5,57,0.9686411023139954,72.93379724025726,0.0313588976860046
Digits,0.2,Baseline-Full,5,20,0.9721254110336304,38.38675943017006,0.0243902206420898
Digits,0.4,Baseline-Half,5,57,0.9686411023139954,72.93379724025726,0.0313588976860046
Digits,0.4,Baseline-Full,5,20,0.9721254110336304,38.38675943017006,0.0243902206420898
Digits,0.6,Baseline-Half,5,57,0.9686411023139954,72.93379724025726,0.0313588976860046
Digits,0.6,Baseline-Full,5,20,0.9721254110336304,38.38675943017006,0.0243902206420898
Digits,0.8,Baseline-Half,5,57,0.9686411023139954,72.93379724025726,0.0313588976860046
Digits,0.8,Baseline-Full,5,20,0.9721254110336304,38.38675943017006,0.0243902206420898
Digits,1.0,Baseline-Half,5,57,0.9686411023139954,72.93379724025726,0.0313588976860046
Digits,1.0,Baseline-Full,5,20,0.9721254110336304,38.38675943017006,0.0243902206420898
Digits,0.0,Distill-S,5,70,0.9686411023139954,85.68292546272278,0.0278806368164393
Digits,0.2,Distill-S,5,44,0.9581881761550904,59.82578453421593,0.0418179312996241
Digits,0.4,Distill-S,5,44,0.9721254110336304,60.30487775802612,0.0278806368164393
Digits,0.6,Distill-S,5,56,0.9721254110336304,72.13588735461235,0.026135458531587
Digits,0.8,Distill-S,5,66,0.9651567935943604,81.36411175131798,0.036588384690492
Digits,1.0,Distill-S,5,57,0.9686411023139954,72.92160227894783,0.0313588976860046
Digits,0.0,Baseline-Half,6,35,0.9407665729522704,50.37456515431404,0.0592334270477294
Digits,0.0,Baseline-Full,6,24,0.9790940880775452,42.313589096069336,0.0209059119224548
Digits,0.2,Baseline-Half,6,35,0.9407665729522704,50.37456515431404,0.0592334270477294
Digits,0.2,Baseline-Full,6,24,0.9790940880775452,42.313589096069336,0.0209059119224548
Digits,0.4,Baseline-Half,6,35,0.9407665729522704,50.37456515431404,0.0592334270477294
Digits,0.4,Baseline-Full,6,24,0.9790940880775452,42.313589096069336,0.0209059119224548
Digits,0.6,Baseline-Half,6,35,0.9407665729522704,50.37456515431404,0.0592334270477294
Digits,0.6,Baseline-Full,6,24,0.9790940880775452,42.313589096069336,0.0209059119224548
Digits,0.8,Baseline-Half,6,35,0.9407665729522704,50.37456515431404,0.0592334270477294
Digits,0.8,Baseline-Full,6,24,0.9790940880775452,42.313589096069336,0.0209059119224548
Digits,1.0,Baseline-Half,6,35,0.9407665729522704,50.37456515431404,0.0592334270477294
Digits,1.0,Baseline-Full,6,24,0.9790940880775452,42.313589096069336,0.0209059119224548
Digits,0.0,Distill-S,6,85,0.9512194991111756,97.94947680830956,0.0522648096084594
Digits,0.2,Distill-S,6,194,0.9616724848747252,202.2595811039209,0.0383275151252746
Digits,0.4,Distill-S,6,187,0.9651567935943604,196.67247460782528,0.0261475542317266
Digits,0.6,Distill-S,6,170,0.9651567935943604,179.38153351843357,0.0261475542317266
Digits,0.8,Distill-S,6,35,0.9407665729522704,50.37804934382439,0.0540099878933119
Digits,1.0,Distill-S,6,35,0.9407665729522704,50.38153377175331,0.0592334270477294
Digits,0.0,Baseline-Half,7,39,0.9512194991111756,53.91289187967777,0.0522648096084594
Digits,0.0,Baseline-Full,7,69,0.9790940880775452,85.78745704889297,0.0243902206420898
Digits,0.2,Baseline-Half,7,39,0.9512194991111756,53.91289187967777,0.0522648096084594
Digits,0.2,Baseline-Full,7,69,0.9790940880775452,85.78745704889297,0.0243902206420898
Digits,0.4,Baseline-Half,7,39,0.9512194991111756,53.91289187967777,0.0522648096084594
Digits,0.4,Baseline-Full,7,69,0.9790940880775452,85.78745704889297,0.0243902206420898
Digits,0.6,Baseline-Half,7,39,0.9512194991111756,53.91289187967777,0.0522648096084594
Digits,0.6,Baseline-Full,7,69,0.9790940880775452,85.78745704889297,0.0243902206420898
Digits,0.8,Baseline-Half,7,39,0.9512194991111756,53.91289187967777,0.0522648096084594
Digits,0.8,Baseline-Full,7,69,0.9790940880775452,85.78745704889297,0.0243902206420898
Digits,1.0,Baseline-Half,7,39,0.9512194991111756,53.91289187967777,0.0522648096084594
Digits,1.0,Baseline-Full,7,69,0.9790940880775452,85.78745704889297,0.0243902206420898
Digits,0.0,Distill-S,7,123,0.9721254110336304,135.0261323750019,0.026135458531587
Digits,0.2,Distill-S,7,153,0.9547038078308104,162.59930317103863,0.0331101238209268
Digits,0.4,Distill-S,7,173,0.9651567935943604,181.1881536692381,0.0366005399952764
Digits,0.6,Distill-S,7,32,0.9337978959083556,46.7648079097271,0.0609786649372267
Digits,0.8,Distill-S,7,32,0.9407665729522704,46.848431676626205,0.0644629736568617
Digits,1.0,Distill-S,7,298,0.9547038078308104,283.11846746504307,0.0452961921691894
Digits,0.0,Baseline-Half,8,29,0.9337978959083556,44.05923308432102,0.0662021040916442
Digits,0.0,Baseline-Full,8,19,0.9616724848747252,36.63763079047203,0.0383275151252746
Digits,0.2,Baseline-Half,8,29,0.9337978959083556,44.05923308432102,0.0662021040916442
Digits,0.2,Baseline-Full,8,19,0.9616724848747252,36.63763079047203,0.0383275151252746
Digits,0.4,Baseline-Half,8,29,0.9337978959083556,44.05923308432102,0.0662021040916442
Digits,0.4,Baseline-Full,8,19,0.9616724848747252,36.63763079047203,0.0383275151252746
Digits,0.6,Baseline-Half,8,29,0.9337978959083556,44.05923308432102,0.0662021040916442
Digits,0.6,Baseline-Full,8,19,0.9616724848747252,36.63763079047203,0.0383275151252746
Digits,0.8,Baseline-Half,8,29,0.9337978959083556,44.05923308432102,0.0662021040916442
Digits,0.8,Baseline-Full,8,19,0.9616724848747252,36.63763079047203,0.0383275151252746
Digits,1.0,Baseline-Half,8,29,0.9337978959083556,44.05923308432102,0.0662021040916442
Digits,1.0,Baseline-Full,8,19,0.9616724848747252,36.63763079047203,0.0383275151252746
Digits,0.0,Distill-S,8,183,0.9547038078308104,189.6411155462265,0.0470474183041116
Digits,0.2,Distill-S,8,29,0.9337978959083556,44.19163781404495,0.0540099878933119
Digits,0.4,Distill-S,8,105,0.9407665729522704,114.79268217086792,0.066208151941714
Digits,0.6,Distill-S,8,29,0.9303135871887208,44.0418114811182,0.0627177953720092
Digits,0.8,Distill-S,8,95,0.9547038078308104,106.23867537081242,0.0557491183280944
Digits,1.0,Distill-S,8,45,0.9337978959083556,59.04006896913052,0.0627177953720092
Digits,0.0,Baseline-Half,9,83,0.9686411023139954,97.25087025761604,0.0348432064056396
Digits,0.0,Baseline-Full,9,282,0.9860627055168152,293.4634124338627,0.0139372944831848
Digits,0.2,Baseline-Half,9,83,0.9686411023139954,97.25087025761604,0.0348432064056396
Digits,0.2,Baseline-Full,9,282,0.9860627055168152,293.4634124338627,0.0139372944831848
Digits,0.4,Baseline-Half,9,83,0.9686411023139954,97.25087025761604,0.0348432064056396
Digits,0.4,Baseline-Full,9,282,0.9860627055168152,293.4634124338627,0.0139372944831848
Digits,0.6,Baseline-Half,9,83,0.9686411023139954,97.25087025761604,0.0348432064056396
Digits,0.6,Baseline-Full,9,282,0.9860627055168152,293.4634124338627,0.0139372944831848
Digits,0.8,Baseline-Half,9,83,0.9686411023139954,97.25087025761604,0.0348432064056396
Digits,0.8,Baseline-Full,9,282,0.9860627055168152,293.4634124338627,0.0139372944831848
Digits,1.0,Baseline-Half,9,83,0.9686411023139954,97.25087025761604,0.0348432064056396
Digits,1.0,Baseline-Full,9,282,0.9860627055168152,293.4634124338627,0.0139372944831848
Digits,0.0,Distill-S,9,117,0.9756097793579102,131.25609812140465,0.0209119597725245
Digits,0.2,Distill-S,9,105,0.9686411023139954,117.7682931125164,0.0366005399952764
Digits,0.4,Distill-S,9,98,0.9651567935943604,111.25958234071732,0.0348492542557093
Digits,0.6,Distill-S,9,153,0.9721254110336304,164.87630608677864,0.0243902206420898
Digits,0.8,Distill-S,9,238,0.9581881761550904,245.65505376458168,0.040072693410127
Digits,1.0,Distill-S,9,239,0.9721254110336304,248.81881114840508,0.0348432064056396
Digits,0.0,Baseline-Half,10,29,0.9303135871887208,44.139372661709785,0.0627177953720092
Digits,0.0,Baseline-Full,10,21,0.9616724848747252,39.01045307517052,0.0348432064056396
Digits,0.2,Baseline-Half,10,29,0.9303135871887208,44.139372661709785,0.0627177953720092
Digits,0.2,Baseline-Full,10,21,0.9616724848747252,39.01045307517052,0.0348432064056396
Digits,0.4,Baseline-Half,10,29,0.9303135871887208,44.139372661709785,0.0627177953720092
Digits,0.4,Baseline-Full,10,21,0.9616724848747252,39.01045307517052,0.0348432064056396
Digits,0.6,Baseline-Half,10,29,0.9303135871887208,44.139372661709785,0.0627177953720092
Digits,0.6,Baseline-Full,10,21,0.9616724848747252,39.01045307517052,0.0348432064056396
Digits,0.8,Baseline-Half,10,29,0.9303135871887208,44.139372661709785,0.0627177953720092
Digits,0.8,Baseline-Full,10,21,0.9616724848747252,39.01045307517052,0.0348432064056396
Digits,1.0,Baseline-Half,10,29,0.9303135871887208,44.139372661709785,0.0627177953720092
Digits,1.0,Baseline-Full,10,21,0.9616724848747252,39.01045307517052,0.0348432064056396
Digits,0.0,Distill-S,10,111,0.9581881761550904,123.31010392308237,0.0261536020817964
Digits,0.2,Distill-S,10,78,0.9547038078308104,91.38327556848526,0.0366005399952764
Digits,0.4,Distill-S,10,70,0.9442508816719056,83.15505291521549,0.0522708574585292
Digits,0.6,Distill-S,10,29,0.9372822046279908,44.188153102993965,0.0644629736568617
Digits,0.8,Distill-S,10,34,0.9303135871887208,48.81184667348862,0.0592334270477294
Digits,1.0,Distill-S,10,29,0.9337978959083556,44.170731380581856,0.0627177953720092
Digits,0.0,Baseline-Half,11,26,0.9477351903915404,42.42857150733471,0.0557491183280944
Digits,0.0,Baseline-Full,11,21,0.9651567935943604,39.01393753290176,0.0418118238449096
Digits,0.2,Baseline-Half,11,26,0.9477351903915404,42.42857150733471,0.0557491183280944
Digits,0.2,Baseline-Full,11,21,0.9651567935943604,39.01393753290176,0.0418118238449096
Digits,0.4,Baseline-Half,11,26,0.9477351903915404,42.42857150733471,0.0557491183280944
Digits,0.4,Baseline-Full,11,21,0.9651567935943604,39.01393753290176,0.0418118238449096
Digits,0.6,Baseline-Half,11,26,0.9477351903915404,42.42857150733471,0.0557491183280944
Digits,0.6,Baseline-Full,11,21,0.9651567935943604,39.01393753290176,0.0418118238449096
Digits,0.8,Baseline-Half,11,26,0.9477351903915404,42.42857150733471,0.0557491183280944
Digits,0.8,Baseline-Full,11,21,0.9651567935943604,39.01393753290176,0.0418118238449096
Digits,1.0,Baseline-Half,11,26,0.9477351903915404,42.42857150733471,0.0557491183280944
Digits,1.0,Baseline-Full,11,21,0.9651567935943604,39.01393753290176,0.0418118238449096
Digits,0.0,Distill-S,11,88,0.9581881761550904,101.97038312256336,0.0400788008648416
Digits,0.2,Distill-S,11,139,0.9581881761550904,150.70034909248352,0.0400788008648416
Digits,0.4,Distill-S,11,139,0.9477351903915404,148.5470393896103,0.0505377748738165
Digits,0.6,Distill-S,11,84,0.9547038078308104,97.5766548514366,0.0365944325405618
Digits,0.8,Distill-S,11,33,0.9442508816719056,49.05923347175121,0.0470413704540418
Digits,1.0,Distill-S,11,27,0.9477351903915404,43.32578410208225,0.0592334270477294
Digits,0.0,Baseline-Half,12,19,0.9442508816719056,35.29616731405258,0.0522648096084594
Digits,0.0,Baseline-Full,12,20,0.9547038078308104,37.77351930737496,0.0418118238449096
