dataset,beta,group,seed,e_star,best_val_acc,auc_val,final_gen_gap
BreastCancer,0.4,Baseline-Student,10,11,0.9780219793319702,29.5989011824131,0.03296703100204468
BreastCancer,0.4,Distill-S,10,12,0.9670329689979553,30.137362748384476,0.05037884162441231
BreastCancer,0.4,Baseline-Full,10,7,0.9670329689979553,26.087912142276764,0.021978020668029785
BreastCancer,0.5,Baseline-Student,10,13,0.9670329689979553,31.10989022254944,0.04395604133605957
BreastCancer,0.5,Distill-S,10,13,0.9670329689979553,31.25824186205864,0.04395604133605957
BreastCancer,0.5,Baseline-Full,10,7,0.9670329689979553,26.087912142276764,0.021978020668029785
BreastCancer,0.6,Baseline-Student,10,15,0.9780219793319702,33.01648363471031,0.03296703100204468
BreastCancer,0.6,Distill-S,10,15,0.9780219793319702,33.16483527421951,0.021978020668029785
BreastCancer,0.6,Baseline-Full,10,7,0.9670329689979553,26.087912142276764,0.021978020668029785
BreastCancer,0.7,Baseline-Student,10,21,0.9670329689979553,38.406593561172485,0.03296703100204468
BreastCancer,0.7,Distill-S,10,21,0.9670329689979553,38.46153861284256,0.03296703100204468
BreastCancer,0.7,Baseline-Full,10,7,0.9670329689979553,26.087912142276764,0.021978020668029785
BreastCancer,0.8,Baseline-Student,10,28,0.9340659379959106,43.67582443356514,0.06593406200408936
BreastCancer,0.8,Distill-S,10,28,0.9450549483299255,44.093406826257706,0.04395604133605957
BreastCancer,0.8,Baseline-Full,10,7,0.9670329689979553,26.087912142276764,0.021978020668029785
BreastCancer,0.2,Baseline-Student,11,13,0.9780219793319702,31.895604461431503,0.04053138380181298
BreastCancer,0.2,Distill-S,11,15,0.9670329689979553,33.80219787359238,0.0261177159335515
BreastCancer,0.2,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
BreastCancer,0.3,Baseline-Student,11,15,0.9670329689979553,33.49450558423996,0.040034472708608604
BreastCancer,0.3,Distill-S,11,15,0.9780219793319702,33.79120886325836,0.03611290408115764
BreastCancer,0.3,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
