dataset,beta,metric,contrast,n_seeds,mean_diff,ci_low,ci_high,p_wilcoxon,p_holm,r_rank_biserial,sig
wine,0.2,test_acc_best,Distill-S vs Baseline-Student,20,0.004166666666666668,-0.011111111111111117,0.018055555555555564,0.4502607283955288,1.0,0.20833333333333334,ns
wine,0.3,test_acc_best,Distill-S vs Baseline-Student,20,0.005555555555555558,-0.004166666666666668,0.015277777777777784,0.28504940740261275,1.0,0.3333333333333333,ns
wine,0.4,test_acc_best,Distill-S vs Baseline-Student,20,0.009722222222222226,0.0,0.020833333333333343,0.08808151166219029,1.0,0.5454545454545454,ns
wine,0.5,test_acc_best,Distill-S vs Baseline-Student,20,0.0069444444444444475,-0.0013888888888888896,0.015277777777777784,0.13166801602281422,1.0,0.5555555555555556,ns
wine,0.6,test_acc_best,Distill-S vs Baseline-Student,20,0.011111111111111117,0.0,0.022222222222222233,0.08517902784495152,1.0,0.5606060606060606,ns
wine,0.7,test_acc_best,Distill-S vs Baseline-Student,20,0.009722222222222226,0.0013888888888888896,0.018055555555555564,0.05220363534131467,1.0,0.6363636363636364,ns
wine,0.8,test_acc_best,Distill-S vs Baseline-Student,20,0.0013888888888888896,-0.0069444444444444475,0.011111111111111117,0.763024600552995,1.0,0.1111111111111111,ns
breastcancer,0.2,test_acc_final,Distill-S vs Baseline-Student,20,-0.0048245614035087704,-0.013157894736842108,0.003508771929824556,0.2982925447890007,1.0,-0.29411764705882354,ns
breastcancer,0.3,test_acc_final,Distill-S vs Baseline-Student,20,-2.2204460492503132e-17,-0.007017543859649145,0.007017543859649112,0.8194914127618541,1.0,-0.06666666666666667,ns
breastcancer,0.4,test_acc_final,Distill-S vs Baseline-Student,20,0.005263157894736847,-0.0021929824561403464,0.012719298245614052,0.15270801019387775,1.0,0.4166666666666667,ns
breastcancer,0.5,test_acc_final,Distill-S vs Baseline-Student,20,0.0065789473684210505,-0.00043859649122807154,0.014035087719298239,0.12283854595303288,1.0,0.4264705882352941,ns
breastcancer,0.6,test_acc_final,Distill-S vs Baseline-Student,20,0.008333333333333364,0.00219298245614038,0.014473684210526356,0.014102792744270684,0.29615864762968436,0.6911764705882353,ns
breastcancer,0.7,test_acc_final,Distill-S vs Baseline-Student,20,0.007894736842105277,0.004385964912280704,0.01140350877192985,0.00257593156312113,0.06439828907802825,0.8952380952380953,ns
breastcancer,0.8,test_acc_final,Distill-S vs Baseline-Student,20,0.010087719298245623,0.004824561403508787,0.015350877192982481,0.0028432106496373436,0.06823705559129625,0.7894736842105263,ns
digits,0.2,test_acc_final,Distill-S vs Baseline-Student,20,-0.014722222222222203,-0.02083333333333328,-0.00930555555555559,0.00023368046506260624,0.006309372556690368,-0.9380952380952381,**
digits,0.3,test_acc_final,Distill-S vs Baseline-Student,20,-0.004027777777777808,-0.008472222222222225,0.0006944444444444364,0.06826048529098303,1.0,-0.5032679738562091,ns
digits,0.4,test_acc_final,Distill-S vs Baseline-Student,20,0.0005555555555555647,-0.0030555555555554894,0.00444444444444444,0.8257104345598439,1.0,0.06666666666666667,ns
digits,0.5,test_acc_final,Distill-S vs Baseline-Student,20,0.005277777777777798,0.001944444444444454,0.008888888888888946,0.012025913934449727,0.2765960204923437,0.6928104575163399,ns
digits,0.6,test_acc_final,Distill-S vs Baseline-Student,20,0.003888888888888892,-0.0002777777777777492,0.008197916666666647,0.16948199001218966,1.0,0.44871794871794873,ns
digits,0.7,test_acc_final,Distill-S vs Baseline-Student,20,0.009027777777777796,0.005694444444444446,0.012500000000000039,0.00043295147541086676,0.011256738360682536,1.0,*
digits,0.8,test_acc_final,Distill-S vs Baseline-Student,20,0.015138888888888858,0.010277777777777736,0.02041666666666663,0.00011829794160189008,0.0033123423648529224,0.9809523809523809,**
glass,0.2,test_acc_final,Distill-S vs Baseline-Student,20,-0.0255813953488372,-0.06627906976744184,0.01976744186046512,0.14732171694097326,1.0,-0.4117647058823529,ns
glass,0.3,test_acc_final,Distill-S vs Baseline-Student,20,-0.003488372093023248,-0.030232558139534894,0.03372093023255813,0.2285606391630809,1.0,-0.3216374269005848,ns
glass,0.4,test_acc_final,Distill-S vs Baseline-Student,20,-0.006976744186046513,-0.025581395348837205,0.010465116279069769,0.5294615716299453,1.0,-0.18333333333333332,ns
glass,0.5,test_acc_final,Distill-S vs Baseline-Student,20,0.012790697674418617,-0.015116279069767435,0.0418604651162791,0.432751328871553,1.0,0.21568627450980393,ns
glass,0.6,test_acc_final,Distill-S vs Baseline-Student,20,-0.004651162790697674,-0.037209302325581395,0.024447674418604237,0.9545332402421146,1.0,0.016666666666666666,ns
glass,0.7,test_acc_final,Distill-S vs Baseline-Student,20,0.026744186046511638,0.0011627906976744208,0.054651162790697684,0.12058887550796724,1.0,0.4152046783625731,ns
glass,0.8,test_acc_final,Distill-S vs Baseline-Student,20,0.0255813953488372,-0.012790697674418617,0.06511627906976743,0.1867215425058214,1.0,0.375,ns
wine,0.2,test_acc_final,Distill-S vs Baseline-Student,20,0.004166666666666668,-0.011111111111111117,0.018055555555555564,0.4502607283955288,1.0,0.20833333333333334,ns
wine,0.3,test_acc_final,Distill-S vs Baseline-Student,20,0.008333333333333337,-0.0013888888888888896,0.018055555555555564,0.10880943004054568,1.0,0.42857142857142855,ns
wine,0.4,test_acc_final,Distill-S vs Baseline-Student,20,0.011111111111111117,0.0013888888888888896,0.022222222222222233,0.05878172135535886,1.0,0.5769230769230769,ns
wine,0.5,test_acc_final,Distill-S vs Baseline-Student,20,0.008333333333333337,0.0,0.018055555555555564,0.0832645166635504,1.0,0.6,ns
wine,0.6,test_acc_final,Distill-S vs Baseline-Student,20,0.013888888888888895,0.005555555555555558,0.02361111111111112,0.01293409326524844,0.28455005183546567,0.8363636363636363,ns
wine,0.7,test_acc_final,Distill-S vs Baseline-Student,20,0.009722222222222226,0.0013888888888888896,0.018055555555555564,0.05220363534131467,1.0,0.6363636363636364,ns
wine,0.8,test_acc_final,Distill-S vs Baseline-Student,20,0.0013888888888888896,-0.0069444444444444475,0.011111111111111117,0.763024600552995,1.0,0.1111111111111111,ns
breastcancer,0.2,test_loss_best,Distill-S vs Baseline-Student,20,-0.0031571768224239296,-0.028735639988444722,0.01726526562124489,0.5705966949462891,1.0,0.1523809523809524,ns
breastcancer,0.3,test_loss_best,Distill-S vs Baseline-Student,20,-0.014069391135126359,-0.041334854215383535,0.007734264712780694,0.6215133666992188,1.0,-0.13333333333333333,ns
breastcancer,0.4,test_loss_best,Distill-S vs Baseline-Student,20,-0.016934321075677886,-0.04536853837314995,0.004497549878433333,0.5458755493164062,1.0,-0.1619047619047619,ns
breastcancer,0.5,test_loss_best,Distill-S vs Baseline-Student,20,-0.016079969890415668,-0.03746828321367502,0.004675924661569287,0.069580078125,0.9558391571044922,-0.4666666666666667,ns
breastcancer,0.6,test_loss_best,Distill-S vs Baseline-Student,20,-0.010707076452672487,-0.02141885821241886,-0.0007560570817440809,0.06372261047363281,0.9558391571044922,-0.47619047619047616,ns
breastcancer,0.7,test_loss_best,Distill-S vs Baseline-Student,20,-0.013990818336606032,-0.02195711358450354,-0.006364562492817648,0.0031528472900390625,0.07251548767089844,-0.7238095238095238,ns
breastcancer,0.8,test_loss_best,Distill-S vs Baseline-Student,20,-0.012760336417704816,-0.021765722853597253,-0.00466882555978373,0.0031528472900390625,0.07251548767089844,-0.7238095238095238,ns
digits,0.2,test_loss_best,Distill-S vs Baseline-Student,20,0.03216084577143193,0.020310079939663415,0.04366906183771788,0.000133514404296875,0.00347137451171875,0.8857142857142857,**
digits,0.3,test_loss_best,Distill-S vs Baseline-Student,20,0.0032663639634847607,-0.007992585394531501,0.015451244693249466,0.8123550415039062,1.0,0.06666666666666667,ns
digits,0.4,test_loss_best,Distill-S vs Baseline-Student,20,-0.005268310382962238,-0.018174952482804683,0.008150281514972421,0.5458755493164062,1.0,-0.1619047619047619,ns
digits,0.5,test_loss_best,Distill-S vs Baseline-Student,20,-0.022118748351931575,-0.0334794244915247,-0.010563604105263953,0.001689910888671875,0.040557861328125,-0.7619047619047619,*
digits,0.6,test_loss_best,Distill-S vs Baseline-Student,20,-0.02707147113978865,-0.03947210364043713,-0.013791695339605246,0.0014324188232421875,0.03581047058105469,-0.7714285714285715,*
digits,0.7,test_loss_best,Distill-S vs Baseline-Student,20,-0.034975557774305346,-0.04609190655872225,-0.02324946176260711,3.62396240234375e-05,0.0009784698486328125,-0.9333333333333333,***
digits,0.8,test_loss_best,Distill-S vs Baseline-Student,20,-0.05833065509796144,-0.07555471405386925,-0.04200667694211007,1.9073486328125e-06,5.340576171875e-05,-1.0,***
glass,0.2,test_loss_best,Distill-S vs Baseline-Student,20,0.07478014528751378,0.011136789545416852,0.1406195189803839,0.01531219482421875,0.32155609130859375,0.6095238095238096,ns
glass,0.3,test_loss_best,Distill-S vs Baseline-Student,20,0.012188473343849171,-0.044712520986795457,0.06032598935067653,0.1893482208251953,1.0,0.34285714285714286,ns
glass,0.4,test_loss_best,Distill-S vs Baseline-Student,20,-0.04298025667667389,-0.10371896468102931,0.012078288272023193,0.38837623596191406,1.0,-0.22857142857142856,ns
glass,0.5,test_loss_best,Distill-S vs Baseline-Student,20,-0.06254657506942748,-0.12086474388837813,-0.00887877136468888,0.09730720520019531,1.0,-0.42857142857142855,ns
glass,0.6,test_loss_best,Distill-S vs Baseline-Student,20,-0.041484254598617584,-0.12405442394316196,0.03841070972383016,0.5216732025146484,1.0,-0.17142857142857143,ns
glass,0.7,test_loss_best,Distill-S vs Baseline-Student,20,-0.062479409575462344,-0.11620220534503461,-0.009552212432026842,0.039989471435546875,0.7597999572753906,-0.5238095238095238,ns
glass,0.8,test_loss_best,Distill-S vs Baseline-Student,20,-0.08513516485691068,-0.164057465493679,-0.006943678706884392,0.04405403137207031,0.7597999572753906,-0.5142857142857142,ns
wine,0.2,test_loss_best,Distill-S vs Baseline-Student,20,0.010479377102456054,-0.01559566119256487,0.03759477106737905,0.6476554870605469,1.0,0.12380952380952381,ns
wine,0.3,test_loss_best,Distill-S vs Baseline-Student,20,0.0024272140741231863,-0.01462646198109724,0.019551399301672056,0.7561664581298828,1.0,0.08571428571428572,ns
wine,0.4,test_loss_best,Distill-S vs Baseline-Student,20,-0.020675258111441507,-0.037959602671908226,-0.004572990062733896,0.04844093322753906,0.775054931640625,-0.5047619047619047,ns
wine,0.5,test_loss_best,Distill-S vs Baseline-Student,20,-0.01755014210939407,-0.03798809719504788,0.0015526968101039523,0.13272666931152344,1.0,-0.3904761904761905,ns
wine,0.6,test_loss_best,Distill-S vs Baseline-Student,20,-0.02060262407176198,-0.038726070820121083,-0.0025142881902866375,0.06372261047363281,0.9558391571044922,-0.47619047619047616,ns
wine,0.7,test_loss_best,Distill-S vs Baseline-Student,20,-0.019750039000064147,-0.03633397488621998,-0.005046659442596146,0.039989471435546875,0.7597999572753906,-0.5238095238095238,ns
wine,0.8,test_loss_best,Distill-S vs Baseline-Student,20,-0.02723775561898948,-0.047818791954778145,-0.007721700647380205,0.029575347900390625,0.5915069580078125,-0.5523809523809524,ns
breastcancer,0.2,test_loss_final,Distill-S vs Baseline-Student,20,-0.013096606638282531,-0.04444471781840548,0.01283742260187863,0.7841262817382812,1.0,-0.0761904761904762,ns
breastcancer,0.3,test_loss_final,Distill-S vs Baseline-Student,20,-0.02454543216153978,-0.056429478246718644,0.0012870536046102868,0.26109886169433594,1.0,-0.29523809523809524,ns
breastcancer,0.4,test_loss_final,Distill-S vs Baseline-Student,20,-0.034442629385739575,-0.07029400256462394,-0.005971529954113101,0.06372261047363281,0.7646713256835938,-0.47619047619047616,ns
breastcancer,0.5,test_loss_final,Distill-S vs Baseline-Student,20,-0.034785475884564224,-0.06335316402488389,-0.007221962751937121,0.0042209625244140625,0.08441925048828125,-0.7047619047619048,ns
breastcancer,0.6,test_loss_final,Distill-S vs Baseline-Student,20,-0.028372739721089613,-0.045084263239987224,-0.01336804259335622,0.0003948211669921875,0.0094757080078125,-0.8380952380952381,**
breastcancer,0.7,test_loss_final,Distill-S vs Baseline-Student,20,-0.021765462681651103,-0.03480805876664818,-0.009568605185486393,0.002712249755859375,0.056957244873046875,-0.7333333333333333,ns
breastcancer,0.8,test_loss_final,Distill-S vs Baseline-Student,20,-0.02084533823654055,-0.03257450224133207,-0.011011191839352277,0.0003223419189453125,0.008380889892578125,-0.8476190476190476,**
digits,0.2,test_loss_final,Distill-S vs Baseline-Student,20,0.030132210254669202,0.017142808279022585,0.04265744979493321,0.0003223419189453125,0.008380889892578125,0.8476190476190476,**
digits,0.3,test_loss_final,Distill-S vs Baseline-Student,20,-0.0008055683225393247,-0.012868862720206372,0.011760967904701837,0.9272785186767578,1.0,-0.02857142857142857,ns
digits,0.4,test_loss_final,Distill-S vs Baseline-Student,20,-0.010158715024590495,-0.023746451921761027,0.004161166157573451,0.13272666931152344,1.0,-0.3904761904761905,ns
digits,0.5,test_loss_final,Distill-S vs Baseline-Student,20,-0.02432694658637047,-0.037500668931752454,-0.011480584722012285,0.0014324188232421875,0.03294563293457031,-0.7714285714285715,*
digits,0.6,test_loss_final,Distill-S vs Baseline-Student,20,-0.0294121626764536,-0.04257045311853291,-0.015376075236126795,0.0014324188232421875,0.03294563293457031,-0.7714285714285715,*
digits,0.7,test_loss_final,Distill-S vs Baseline-Student,20,-0.03951894752681255,-0.05221223493106663,-0.026163667915388936,1.9073486328125e-05,0.000514984130859375,-0.9523809523809523,***
digits,0.8,test_loss_final,Distill-S vs Baseline-Student,20,-0.0637294515967369,-0.08297422751784325,-0.04509927161037924,1.9073486328125e-06,5.340576171875e-05,-1.0,***
glass,0.2,test_loss_final,Distill-S vs Baseline-Student,20,0.05582972764968872,-0.013030415549874302,0.11965509131550787,0.021484375,0.365234375,0.580952380952381,ns
glass,0.3,test_loss_final,Distill-S vs Baseline-Student,20,0.011022526025772122,-0.059632834419608094,0.06943737059831624,0.14290618896484375,1.0,0.38095238095238093,ns
glass,0.4,test_loss_final,Distill-S vs Baseline-Student,20,-0.026407057046890264,-0.08311017945408819,0.023499036803841578,0.9854354858398438,1.0,-0.009523809523809525,ns
glass,0.5,test_loss_final,Distill-S vs Baseline-Student,20,-0.0412961930036545,-0.10209502749145032,0.014948582276701913,0.38837623596191406,1.0,-0.22857142857142856,ns
glass,0.6,test_loss_final,Distill-S vs Baseline-Student,20,-0.047912216186523485,-0.1296662434190513,0.020379217863082732,0.5958194732666016,1.0,-0.14285714285714285,ns
glass,0.7,test_loss_final,Distill-S vs Baseline-Student,20,-0.08571269214153288,-0.14786904789507388,-0.026965585201978642,0.021484375,0.365234375,-0.580952380952381,ns
glass,0.8,test_loss_final,Distill-S vs Baseline-Student,20,-0.10867013633251192,-0.19344228588044646,-0.028649868071079283,0.009435653686523438,0.1792774200439453,-0.6476190476190476,ns
wine,0.2,test_loss_final,Distill-S vs Baseline-Student,20,0.011362166641629303,-0.016783656345796767,0.040922225859831074,0.5705966949462891,1.0,0.1523809523809524,ns
wine,0.3,test_loss_final,Distill-S vs Baseline-Student,20,-0.001463067272561603,-0.020100251282347013,0.01763564859938925,0.7841262817382812,1.0,-0.0761904761904762,ns
wine,0.4,test_loss_final,Distill-S vs Baseline-Student,20,-0.01988814058713615,-0.0370377487479709,-0.00366386167181191,0.039989471435546875,0.5598526000976562,-0.5238095238095238,ns
wine,0.5,test_loss_final,Distill-S vs Baseline-Student,20,-0.017888862872496254,-0.03811350966570899,0.0011959509726147855,0.17685317993164062,1.0,-0.3523809523809524,ns
wine,0.6,test_loss_final,Distill-S vs Baseline-Student,20,-0.01979562542401255,-0.038047017159406116,-0.002294695030432198,0.04844093322753906,0.6297321319580078,-0.5047619047619047,ns
wine,0.7,test_loss_final,Distill-S vs Baseline-Student,20,-0.019506774563342332,-0.037046784262638535,-0.004558850245084607,0.029575347900390625,0.4436302185058594,-0.5523809523809524,ns
wine,0.8,test_loss_final,Distill-S vs Baseline-Student,20,-0.02762441197410227,-0.048005075289402156,-0.008372506599407649,0.017181396484375,0.30926513671875,-0.6,ns
