key,e_star,best_val_acc,auc_val,final_gen_gap,train_acc_final,val_acc_final,n_epochs,test_acc_best,test_acc_final,test_loss_best,test_loss_final,ece_best,ece_final,entropy_mean_best,conf_mean_best,teacher_test_acc
"('glass', 'cap', (128, 64), 7)",34,0.38235294818878174,25.10294146090746,0.19437337699143786,0.782608695652174,0.5882353186607361,55,0.6511627906976745,0.6976744186046512,1.0836830139160156,0.9645084142684937,0.18409431535144186,0.11873267001883928,1.1282374858856201,0.5187757015228271,0.6744186046511628
"('glass', 'cap', (32, 16), 8)",60,0.529411792755127,40.23529467359185,0.23870414927385852,0.7681159420289855,0.529411792755127,81,0.6511627906976745,0.6511627906976745,1.1756397485733032,1.1454681158065796,0.17366819187652233,0.2662268280982971,0.9741101861000061,0.614254355430603,0.627906976744186
"('glass', 'cap', (64, 32), 8)",58,0.5588235259056091,41.25000071898103,0.22378516974656482,0.782608695652174,0.5588235259056091,79,0.6046511627906976,0.5813953488372093,1.2199828624725342,1.2236164808273315,0.22159777131191524,0.248058769592019,0.9655569195747375,0.6191179752349854,0.6511627906976745
"('glass', 'cap', (128, 64), 8)",58,0.5588235259056091,40.13235342875123,0.22378516974656482,0.782608695652174,0.5588235259056091,79,0.5581395348837209,0.5813953488372093,1.2541152238845825,1.2551501989364624,0.14014433012452235,0.20296820374422295,0.9460016489028931,0.629639208316803,0.627906976744186
"('glass', 'cap', (32, 16), 9)",72,0.7647058963775635,62.35294172167778,0.04731459202973742,0.782608695652174,0.7352941036224365,93,0.5581395348837209,0.5348837209302325,1.151284098625183,1.2620095014572144,0.1437739688296651,0.14176551963007727,0.9158508777618408,0.6246495246887207,0.5348837209302325
"('glass', 'cap', (64, 32), 9)",71,0.7647058963775635,61.19117648899555,0.14961637880491174,0.8260869565217391,0.6764705777168274,92,0.5116279069767442,0.5348837209302325,1.2160722017288208,1.3121047019958496,0.17448214874711146,0.15492581073627915,0.8848944306373596,0.6337565779685974,0.5581395348837209
"('glass', 'cap', (128, 64), 9)",71,0.7647058963775635,59.19117696583271,0.1641091324281001,0.8405797101449275,0.6764705777168274,92,0.5581395348837209,0.5348837209302325,1.2254093885421753,1.3590606451034546,0.21310689213664033,0.25057886922082234,0.8961012959480286,0.6167546510696411,0.5581395348837209
"('glass', 'cap', (32, 16), 10)",110,0.7647058963775635,90.08823601156473,-0.011082707971766359,0.7536231884057971,0.7647058963775635,131,0.6511627906976745,0.6511627906976745,1.0260908603668213,1.0266410112380981,0.12501251420309378,0.1581724597964176,0.672681987285614,0.7466119527816772,0.6976744186046512
"('glass', 'cap', (64, 32), 10)",110,0.7941176295280457,92.52941184490919,-0.026001687499060178,0.7681159420289855,0.7941176295280457,131,0.6511627906976745,0.6511627906976745,0.9768316745758057,0.9780807495117188,0.12457698514295179,0.13357998603998228,0.6578682065010071,0.7454860806465149,0.6744186046511628
"('glass', 'cap', (128, 64), 10)",109,0.7647058963775635,91.73529513925314,0.04731459202973742,0.782608695652174,0.7352941036224365,130,0.6511627906976745,0.6511627906976745,0.9472065567970276,0.9706721901893616,0.16248471861661867,0.1454905119053153,0.6680784225463867,0.7437164187431335,0.6046511627906976
"('glass', 'cap', (32, 16), 11)",27,0.5588235259056091,23.911765415221453,0.1364023624986842,0.7246376811594203,0.5882353186607361,48,0.5348837209302325,0.5813953488372093,1.3204774856567383,1.2893385887145996,0.1505094593347505,0.18875600432240686,1.2205286026000977,0.49683550000190735,0.6511627906976745
"('glass', 'cap', (64, 32), 11)",27,0.5882353186607361,24.470588643103838,0.12190960887549585,0.7101449275362319,0.5882353186607361,48,0.5581395348837209,0.5813953488372093,1.3404786586761475,1.331480622291565,0.22242437407027843,0.2537211616371954,1.185548186302185,0.5118524432182312,0.627906976744186
"('glass', 'cap', (128, 64), 11)",28,0.529411792755127,24.382353130728006,0.0780051221018252,0.6956521739130435,0.6176470518112183,49,0.5813953488372093,0.5813953488372093,1.3470481634140015,1.345934271812439,0.1693816822628642,0.2359690104806146,1.1304739713668823,0.5371907949447632,0.627906976744186
"('glass', 'cap', (32, 16), 12)",35,0.5,24.147059191018343,0.2685421977354132,0.7391304347826086,0.47058823704719543,56,0.5813953488372093,0.5348837209302325,1.0616657733917236,1.0458701848983765,0.15205914336581566,0.19651836849922358,1.0254629850387573,0.5783287882804871,0.627906976744186
"('glass', 'cap', (64, 32), 12)",35,0.5,24.13235319033265,0.2246376811594203,0.7246376811594203,0.5,56,0.6511627906976745,0.6046511627906976,1.0597306489944458,1.06626558303833,0.22556322605110876,0.16758837325628415,1.0058598518371582,0.5872304439544678,0.6976744186046512
"('glass', 'cap', (128, 64), 12)",35,0.5,23.91176487877965,0.2685421977354132,0.7391304347826086,0.47058823704719543,56,0.627906976744186,0.627906976744186,1.0639320611953735,1.0675734281539917,0.21595923983773524,0.23201098137123644,0.9977729916572571,0.5830342769622803,0.6511627906976745
"('glass', 'cap', (32, 16), 13)",108,0.7941176295280457,92.00000034272671,0.003410045651422,0.7681159420289855,0.7647058963775635,129,0.4883720930232558,0.5116279069767442,1.165622353553772,1.1709731817245483,0.19385793458583742,0.23469875441041102,0.7894158363342285,0.6771504878997803,0.5581395348837209
"('glass', 'cap', (64, 32), 13)",129,0.7352941036224365,103.9117652028799,0.09121907880340796,0.7971014492753623,0.7058823704719543,150,0.5581395348837209,0.5581395348837209,1.2734850645065308,1.283509612083435,0.22312783432561295,0.2149377742479014,0.6738711595535278,0.7188261151313782,0.5581395348837209
"('glass', 'cap', (128, 64), 13)",69,0.7058823704719543,57.705882862210274,0.004262557064277583,0.7101449275362319,0.7058823704719543,90,0.5116279069767442,0.5348837209302325,1.2043156623840332,1.2312686443328857,0.19303110033966772,0.1606236072473748,0.8301515579223633,0.6573307514190674,0.4883720930232558
"('glass', 'cap', (32, 16), 14)",128,0.7058823704719543,92.00000157393515,0.13469733967297315,0.8405797101449275,0.7058823704719543,149,0.627906976744186,0.6511627906976745,0.7637801766395569,0.7621486783027649,0.13974865023479907,0.13366618891095008,0.669105589389801,0.7389729619026184,0.7209302325581395
"('glass', 'cap', (64, 32), 14)",111,0.6470588445663452,78.17647239007056,0.13554985108582873,0.782608695652174,0.6470588445663452,132,0.6976744186046512,0.6976744186046512,0.7540575265884399,0.7146129012107849,0.12044660019320111,0.1481493503548378,0.6007972955703735,0.7636945843696594,0.6744186046511628
"('glass', 'cap', (128, 64), 14)",132,0.7058823704719543,93.07353099621832,0.16496164384095569,0.782608695652174,0.6176470518112183,153,0.6744186046511628,0.6976744186046512,0.7021018266677856,0.7599896192550659,0.10140855367793596,0.1548914590547251,0.5797269344329834,0.7723087072372437,0.6511627906976745
"('glass', 'cap', (32, 16), 15)",55,0.6176470518112183,41.19117682427168,0.1500426047090171,0.7971014492753623,0.6470588445663452,76,0.6046511627906976,0.5348837209302325,1.1920565366744995,1.2567986249923706,0.18447453199430952,0.16486552704212276,0.9809831380844116,0.5841658115386963,0.6046511627906976
