dataset,beta,group,seed,e_star,best_val_acc,auc_val,final_gen_gap,train_acc_final,val_acc_final,n_epochs,test_acc_best,test_acc_final,test_loss_best,test_loss_final,ece_best,ece_final,entropy_mean_best,conf_mean_best,teacher_test_acc,teacher_ece,teacher_conf_mean,teacher_entropy_mean,teacher_soft_entropy,teacher_soft_conf,agreement_overlap,agreement_nonoverlap
breastcancer,0.8,Baseline-Full,2,7,0.9340659379959106,25.291208893060684,0.06593406200408936,1.0,0.9340659379959106,28,0.9649122807017544,0.9912280701754386,0.07129746675491333,0.027244091033935547,0.034623274154830394,0.012154731834143923,0.110102079808712,0.9562639594078064,,,,,,,,
breastcancer,0.2,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.3,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.4,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.5,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.6,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.7,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.8,Baseline-Full,3,8,0.9670329689979553,27.09340664744377,0.021978020668029785,1.0,0.9780219793319702,29,0.9736842105263158,0.9736842105263158,0.0938580334186554,0.07215354591608047,0.02860494193277857,0.016499317006060898,0.11680569499731064,0.9543375372886658,,,,,,,,
breastcancer,0.2,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.3,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.4,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.5,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.6,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.7,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.8,Baseline-Full,4,7,0.9560439586639404,25.483516573905945,0.04395604133605957,1.0,0.9560439586639404,28,0.9736842105263158,0.9736842105263158,0.0870155468583107,0.09114061295986176,0.02018566769466066,0.025021405596482162,0.08408870548009872,0.9670124650001526,,,,,,,,
breastcancer,0.2,Baseline-Full,5,299,1.0,298.35714289546013,0.0,1.0,1.0,300,0.956140350877193,0.956140350877193,0.46537020802497864,0.46537020802497864,0.04322038930759098,0.04322038930759098,0.0031968513503670692,0.9993607401847839,,,,,,,,
breastcancer,0.3,Baseline-Full,5,299,1.0,298.35714289546013,0.0,1.0,1.0,300,0.956140350877193,0.956140350877193,0.46537020802497864,0.46537020802497864,0.04322038930759098,0.04322038930759098,0.0031968513503670692,0.9993607401847839,,,,,,,,
breastcancer,0.4,Baseline-Full,5,299,1.0,298.35714289546013,0.0,1.0,1.0,300,0.956140350877193,0.956140350877193,0.46537020802497864,0.46537020802497864,0.04322038930759098,0.04322038930759098,0.0031968513503670692,0.9993607401847839,,,,,,,,
breastcancer,0.5,Baseline-Full,5,299,1.0,298.35714289546013,0.0,1.0,1.0,300,0.956140350877193,0.956140350877193,0.46537020802497864,0.46537020802497864,0.04322038930759098,0.04322038930759098,0.0031968513503670692,0.9993607401847839,,,,,,,,
breastcancer,0.6,Baseline-Full,5,299,1.0,298.35714289546013,0.0,1.0,1.0,300,0.956140350877193,0.956140350877193,0.46537020802497864,0.46537020802497864,0.04322038930759098,0.04322038930759098,0.0031968513503670692,0.9993607401847839,,,,,,,,
