dataset,alpha,metric,contrast,n_seeds,mean_diff,ci_low,ci_high,p_wilcoxon,p_holm,r_rank_biserial,sig
digits,0.6,e_star,Distill-S vs Baseline-Half,20,36.9,17.5,57.30124999999998,0.004501685369001637,0.09003370738003273,0.7843137254901961,ns
digits,0.8,e_star,Distill-S vs Baseline-Half,20,42.7,16.14875,71.30124999999998,0.007879227774042886,0.14970532770681483,0.7134502923976608,ns
digits,1.0,e_star,Distill-S vs Baseline-Half,20,91.35,49.45,135.05,0.0009815397525216685,0.021593874555476705,1.0,*
glass,0.0,e_star,Distill-S vs Baseline-Half,20,23.3,7.45,44.05,0.009688990694446377,0.17440183250003477,0.7352941176470589,ns
glass,0.2,e_star,Distill-S vs Baseline-Half,20,4.55,-2.45,12.15,0.3337953613152468,1.0,0.25263157894736843,ns
glass,0.4,e_star,Distill-S vs Baseline-Half,20,0.7,-6.4,8.55,0.8497750223240732,1.0,-0.05228758169934641,ns
glass,0.6,e_star,Distill-S vs Baseline-Half,20,11.9,1.398750000000001,24.9,0.07464680491957937,1.0,0.5604395604395604,ns
glass,0.8,e_star,Distill-S vs Baseline-Half,20,-3.05,-16.85,10.4,0.31289571663541915,1.0,-0.2867647058823529,ns
glass,1.0,e_star,Distill-S vs Baseline-Half,20,2.5,-4.251249999999999,11.65,0.721814730439508,1.0,-0.13333333333333333,ns
wine,0.0,e_star,Distill-S vs Baseline-Half,20,4.5,-44.35125,56.751249999999985,0.6377666989276032,1.0,0.14285714285714285,ns
wine,0.2,e_star,Distill-S vs Baseline-Half,20,-11.55,-57.10125,37.30249999999996,0.4897468926550186,1.0,-0.20952380952380953,ns
wine,0.4,e_star,Distill-S vs Baseline-Half,20,-31.65,-75.1,16.70124999999998,0.06636236908678253,0.995435536301738,-0.5220588235294118,ns
wine,0.6,e_star,Distill-S vs Baseline-Half,20,-2.15,-45.3,45.80249999999996,0.485061464333312,1.0,-0.19852941176470587,ns
wine,0.8,e_star,Distill-S vs Baseline-Half,20,-25.6,-58.50125,9.60124999999998,0.1005251728089838,1.0,-0.5164835164835165,ns
wine,1.0,e_star,Distill-S vs Baseline-Half,20,-12.65,-30.85,2.8,0.32806478170083675,1.0,-0.3333333333333333,ns
breastcancer,0.0,ece_best,Distill-S vs Baseline-Half,20,0.0020284664735459646,-0.0035711117925350906,0.007266851141395305,0.36827659606933594,1.0,0.23809523809523808,ns
breastcancer,0.2,ece_best,Distill-S vs Baseline-Half,20,-0.0008826891319793348,-0.005304755618828413,0.0033641235746051305,0.8983173370361328,1.0,0.0380952380952381,ns
breastcancer,0.4,ece_best,Distill-S vs Baseline-Half,20,-0.00010275775403304566,-0.003805070789367446,0.003455357190809801,0.9272785186767578,1.0,0.02857142857142857,ns
breastcancer,0.6,ece_best,Distill-S vs Baseline-Half,20,-0.0012684292699161055,-0.006149295781526613,0.0032773789894162877,0.9272785186767578,1.0,-0.02857142857142857,ns
breastcancer,0.8,ece_best,Distill-S vs Baseline-Half,20,-0.0004430426055924752,-0.0033994492208748233,0.002372371932132204,1.0,1.0,0.0,ns
breastcancer,1.0,ece_best,Distill-S vs Baseline-Half,20,0.0011136286091386399,-0.00047704989188595117,0.0027260261898239594,0.058258056640625,1.0,0.4857142857142857,ns
digits,0.0,ece_best,Distill-S vs Baseline-Half,20,-0.00253596468932099,-0.005989653048002067,0.0012075006443903824,0.15364646911621094,1.0,-0.37142857142857144,ns
digits,0.2,ece_best,Distill-S vs Baseline-Half,20,-0.0016264398747848098,-0.004640099991371648,0.0013338928583802572,0.26109886169433594,1.0,-0.29523809523809524,ns
digits,0.4,ece_best,Distill-S vs Baseline-Half,20,0.0005172893425656802,-0.00319217140056812,0.004154118600818843,0.8694877624511719,1.0,0.047619047619047616,ns
digits,0.6,ece_best,Distill-S vs Baseline-Half,20,-0.0015932114339537048,-0.005121896156420316,0.0019091071803123,0.47490501403808594,1.0,-0.19047619047619047,ns
digits,0.8,ece_best,Distill-S vs Baseline-Half,20,-0.0020857056416571096,-0.004892976955510698,0.00038303133674588165,0.26109886169433594,1.0,-0.29523809523809524,ns
digits,1.0,ece_best,Distill-S vs Baseline-Half,20,-0.0032023686646587305,-0.005551266925305965,-0.0008165012406081634,0.026641845703125,0.639404296875,-0.5619047619047619,ns
glass,0.0,ece_best,Distill-S vs Baseline-Half,20,-0.016607941444530056,-0.05052348198499099,0.014333682612970754,0.4523754119873047,1.0,-0.2,ns
glass,0.2,ece_best,Distill-S vs Baseline-Half,20,0.0033323119026284057,-0.03154130487031366,0.03754015463079479,0.7561664581298828,1.0,0.08571428571428572,ns
glass,0.4,ece_best,Distill-S vs Baseline-Half,20,-0.010580569401729922,-0.04068969573998866,0.019624369472785067,0.5958194732666016,1.0,-0.14285714285714285,ns
glass,0.6,ece_best,Distill-S vs Baseline-Half,20,-0.007984145488156829,-0.039744879871087,0.02022735096644175,1.0,1.0,0.0,ns
glass,0.8,ece_best,Distill-S vs Baseline-Half,20,-0.01849789406324543,-0.052114747490647234,0.010646281671212161,0.40909767150878906,1.0,-0.21904761904761905,ns
glass,1.0,ece_best,Distill-S vs Baseline-Half,20,0.0032110942830873125,-0.011156599074168968,0.017627865792966844,0.7011814117431641,1.0,0.10476190476190476,ns
wine,0.0,ece_best,Distill-S vs Baseline-Half,20,0.002050954062077736,-0.007679901106490017,0.012084072680316027,0.6742229461669922,1.0,0.11428571428571428,ns
wine,0.2,ece_best,Distill-S vs Baseline-Half,20,0.003776383689708166,-0.003748979947219313,0.011168676169796112,0.3299827575683594,1.0,0.2571428571428571,ns
wine,0.4,ece_best,Distill-S vs Baseline-Half,20,0.0030898497336440452,-0.005506943038975215,0.011155149067441564,0.34881019592285156,1.0,0.24761904761904763,ns
wine,0.6,ece_best,Distill-S vs Baseline-Half,20,0.006006857256094617,-0.0001032763036588884,0.012251370340171788,0.082550048828125,1.0,0.44761904761904764,ns
wine,0.8,ece_best,Distill-S vs Baseline-Half,20,0.0042219388816091795,-0.003032264883319544,0.011173152296493452,0.1230926513671875,1.0,0.4,ns
wine,1.0,ece_best,Distill-S vs Baseline-Half,20,0.0025386991600195603,-0.001796422478639417,0.00697367944651179,0.069580078125,1.0,0.4666666666666667,ns
breastcancer,0.0,ece_final,Distill-S vs Baseline-Half,20,-0.00300957296501127,-0.008378983611861882,0.001825961749673922,0.6215133666992188,1.0,-0.13333333333333333,ns
breastcancer,0.2,ece_final,Distill-S vs Baseline-Half,20,-0.0018869319505858758,-0.006732351450543646,0.0026342658509026476,0.6215133666992188,1.0,-0.13333333333333333,ns
breastcancer,0.4,ece_final,Distill-S vs Baseline-Half,20,-0.000897849808659475,-0.004551579792771425,0.002630774004940388,0.8983173370361328,1.0,-0.0380952380952381,ns
breastcancer,0.6,ece_final,Distill-S vs Baseline-Half,20,-0.0016895982779954652,-0.006294703793368869,0.0025628482994803268,0.8694877624511719,1.0,-0.047619047619047616,ns
breastcancer,0.8,ece_final,Distill-S vs Baseline-Half,20,0.0011634770192597997,-0.0014880790169301884,0.004195971680445637,0.5705966949462891,1.0,0.1523809523809524,ns
breastcancer,1.0,ece_final,Distill-S vs Baseline-Half,20,0.00091257926664854,-0.001744195158805762,0.003776176356171305,0.8408222198486328,1.0,0.05714285714285714,ns
digits,0.0,ece_final,Distill-S vs Baseline-Half,20,-0.003324706264668035,-0.006910133617723145,7.427966687830338e-05,0.11398696899414062,1.0,-0.4095238095238095,ns
digits,0.2,ece_final,Distill-S vs Baseline-Half,20,-0.0024929404238032,-0.004803787461223297,-0.00012103175542627777,0.08969497680664062,1.0,-0.4380952380952381,ns
digits,0.4,ece_final,Distill-S vs Baseline-Half,20,-0.0032343178573581905,-0.00681289196071318,0.00011747491002705693,0.13272666931152344,1.0,-0.3904761904761905,ns
digits,0.6,ece_final,Distill-S vs Baseline-Half,20,-0.0032036376392675496,-0.006493076524904183,-0.00018176130945274412,0.11398696899414062,1.0,-0.4095238095238095,ns
digits,0.8,ece_final,Distill-S vs Baseline-Half,20,-0.0035288654743797347,-0.006552795021173873,-0.0006247597137052138,0.04405403137207031,0.9251346588134766,-0.5142857142857142,ns
digits,1.0,ece_final,Distill-S vs Baseline-Half,20,-0.003910363366206475,-0.00634344249508449,-0.0014912122213798823,0.01068878173828125,0.24584197998046875,-0.638095238095238,ns
glass,0.0,ece_final,Distill-S vs Baseline-Half,20,0.0016817144876302577,-0.023490727134048962,0.027534845992056394,0.7561664581298828,1.0,0.08571428571428572,ns
glass,0.2,ece_final,Distill-S vs Baseline-Half,20,-0.000783581650534361,-0.022081594104163913,0.019868586458439023,0.8983173370361328,1.0,0.0380952380952381,ns
glass,0.4,ece_final,Distill-S vs Baseline-Half,20,0.006629974308402051,-0.023882169671529948,0.03976911564379238,0.7841262817382812,1.0,0.0761904761904762,ns
glass,0.6,ece_final,Distill-S vs Baseline-Half,20,0.012653675398161247,-0.007160456178839822,0.03267794187159038,0.3117942810058594,1.0,0.26666666666666666,ns
glass,0.8,ece_final,Distill-S vs Baseline-Half,20,0.0009482755563979788,-0.02277823967815834,0.023532713811064858,0.6742229461669922,1.0,0.11428571428571428,ns
glass,1.0,ece_final,Distill-S vs Baseline-Half,20,0.00037756891444671036,-0.019554544181324726,0.01942378155453953,0.9272785186767578,1.0,0.02857142857142857,ns
wine,0.0,ece_final,Distill-S vs Baseline-Half,20,0.00859172551168336,-0.0004961623841275803,0.01840910600808761,0.1893482208251953,1.0,0.34285714285714286,ns
wine,0.2,ece_final,Distill-S vs Baseline-Half,20,0.006179026721252337,-0.0009616544283926465,0.01339825712765257,0.21616744995117188,1.0,0.3238095238095238,ns
wine,0.4,ece_final,Distill-S vs Baseline-Half,20,0.00508813762830362,-0.0030870603407836734,0.012299103297086217,0.05316925048828125,1.0,0.49523809523809526,ns
wine,0.6,ece_final,Distill-S vs Baseline-Half,20,0.0068907374309169,0.0007641637180414594,0.012977251735412434,0.04844093322753906,0.9688186645507812,0.5047619047619047,ns
wine,0.8,ece_final,Distill-S vs Baseline-Half,20,0.005559902431236366,0.00021580559822418743,0.010359073795585157,0.023950576782226562,0.5269126892089844,0.5714285714285714,ns
wine,1.0,ece_final,Distill-S vs Baseline-Half,20,0.004660445037815311,-0.00020378385773962444,0.009710702618791011,0.0019855499267578125,0.0476531982421875,0.7523809523809524,*
breastcancer,0.0,final_gen_gap,Distill-S vs Baseline-Half,20,-0.007417582352082762,-0.014560439003692829,-4.576784748649921e-10,0.03941912801684298,0.6554635175963381,-0.5686274509803921,ns
breastcancer,0.2,final_gen_gap,Distill-S vs Baseline-Half,20,-0.006593406527906931,-0.010989010628763096,-0.001648351877600221,0.0055980003434861385,0.11196000686972277,-0.7647058823529411,ns
breastcancer,0.4,final_gen_gap,Distill-S vs Baseline-Half,20,-0.005219780154280583,-0.010164834968336275,-0.00027472543847429146,0.041034685126560805,0.6554635175963381,-0.5808823529411765,ns
breastcancer,0.6,final_gen_gap,Distill-S vs Baseline-Half,20,-0.0035714285386787238,-0.007417582221083544,0.0008241756276770364,0.09253921963184694,1.0,-0.46405228758169936,ns
breastcancer,0.8,final_gen_gap,Distill-S vs Baseline-Half,20,-0.0027472527472527245,-0.005769230605481715,-9.824938484092812e-11,0.10916025906553788,1.0,-0.5454545454545454,ns
breastcancer,1.0,final_gen_gap,Distill-S vs Baseline-Half,20,-0.0005494505167007448,-0.0019230768575772994,0.0005494505494505403,0.5929800980174267,1.0,-0.3333333333333333,ns
digits,0.0,final_gen_gap,Distill-S vs Baseline-Half,20,-0.009746100363524055,-0.014796867222630457,-0.0048659125960391625,0.002712249755859375,0.05966949462890625,-0.7333333333333333,ns
digits,0.2,final_gen_gap,Distill-S vs Baseline-Half,20,-0.005565819196079076,-0.010790792699482098,-0.0005147659234378627,0.10539817810058594,1.0,-0.41904761904761906,ns
digits,0.4,final_gen_gap,Distill-S vs Baseline-Half,20,-0.00678503081591234,-0.011225877700681288,-0.0027786626919456504,0.012366607551013901,0.23496554346926413,-0.638095238095238,ns
digits,0.6,final_gen_gap,Distill-S vs Baseline-Half,20,-0.00556885206181069,-0.010357523508693827,-0.0014755303218312989,0.03855667750566695,0.6554635175963381,-0.5555555555555556,ns
digits,0.8,final_gen_gap,Distill-S vs Baseline-Half,20,-0.0018266947217609464,-0.005223454055578787,0.0013098161833441976,0.46875517631204866,1.0,-0.18947368421052632,ns
digits,1.0,final_gen_gap,Distill-S vs Baseline-Half,20,-0.0006968647241592409,-0.00278744995594024,0.0010452985763549792,0.4764705627185175,1.0,-0.24242424242424243,ns
glass,0.0,final_gen_gap,Distill-S vs Baseline-Half,20,-0.044181575334590426,-0.0682651166995798,-0.01990567881775944,0.0042209625244140625,0.08864021301269531,-0.7047619047619048,ns
glass,0.2,final_gen_gap,Distill-S vs Baseline-Half,20,-0.055839718079221445,-0.07638532955577405,-0.03331201745602102,0.001238600913793346,0.028487821017246957,-0.8238095238095238,*
glass,0.4,final_gen_gap,Distill-S vs Baseline-Half,20,-0.038533663382564774,-0.06636880994922874,-0.009931252148488317,0.01531219482421875,0.2756195068359375,-0.6095238095238096,ns
glass,0.6,final_gen_gap,Distill-S vs Baseline-Half,20,-0.024104851095572793,-0.05343188987801904,0.005328757313174572,0.14737523138731304,1.0,-0.37894736842105264,ns
glass,0.8,final_gen_gap,Distill-S vs Baseline-Half,20,-0.00281329809323603,-0.030435310957980338,0.02559729971207566,0.9358520318812181,1.0,-0.021052631578947368,ns
glass,1.0,final_gen_gap,Distill-S vs Baseline-Half,20,0.0006820136006327589,-0.015409740421219158,0.01677322765029426,0.9721083035664853,1.0,0.01098901098901099,ns
wine,0.0,final_gen_gap,Distill-S vs Baseline-Half,20,-0.00444862581135934,-0.013377204903385084,0.0045112718837825765,0.15573963895882859,1.0,-0.5555555555555556,ns
wine,0.2,final_gen_gap,Distill-S vs Baseline-Half,20,-0.007142862677574147,-0.01428573139011857,0.0,0.06836531288935432,0.9571143804509605,-0.8095238095238095,ns
wine,0.4,final_gen_gap,Distill-S vs Baseline-Half,20,-0.002662909396907731,-0.011560152078929692,0.005357140302658089,0.41636567790816525,1.0,-0.4,ns
wine,0.6,final_gen_gap,Distill-S vs Baseline-Half,20,-0.005357143282890315,-0.014285719394683821,0.00178571343421936,0.25683925795785656,1.0,-0.6,ns
wine,0.8,final_gen_gap,Distill-S vs Baseline-Half,20,2.9802322353000845e-09,-0.00535714030265808,0.005357149243354786,0.6547208460185769,1.0,0.3333333333333333,ns
wine,1.0,final_gen_gap,Distill-S vs Baseline-Half,20,0.0,0.0,0.0,,,0.0,ns
breastcancer,0.0,test_acc_best,Distill-S vs Baseline-Half,20,0.003508771929824561,-0.0026425438596491364,0.010087719298245618,0.3964389152571207,1.0,0.26373626373626374,ns
breastcancer,0.2,test_acc_best,Distill-S vs Baseline-Half,20,0.0035087719298245667,-0.0008771929824561431,0.008771929824561413,0.15900394873648727,1.0,0.4909090909090909,ns
breastcancer,0.4,test_acc_best,Distill-S vs Baseline-Half,20,5.551115123125783e-18,-0.003947368421052627,0.003508771929824589,0.9271128890846462,1.0,-0.030303030303030304,ns
breastcancer,0.6,test_acc_best,Distill-S vs Baseline-Half,20,0.0008771929824561541,-0.0030701754385964843,0.004385964912280738,0.5262438434591223,1.0,0.21212121212121213,ns
breastcancer,0.8,test_acc_best,Distill-S vs Baseline-Half,20,0.000438596491228066,-0.002631578947368435,0.0035087719298245667,0.931286665116335,1.0,0.03571428571428571,ns
breastcancer,1.0,test_acc_best,Distill-S vs Baseline-Half,20,0.00043859649122807707,-0.0008771929824561209,0.0017543859649122862,0.28504940740261275,1.0,0.6666666666666666,ns
digits,0.0,test_acc_best,Distill-S vs Baseline-Half,20,0.0051388888888888925,0.001944444444444443,0.008611111111111163,0.011440098667601905,0.2745623680224457,0.7416666666666667,ns
digits,0.2,test_acc_best,Distill-S vs Baseline-Half,20,0.0019444444444444487,-0.0009722222222222465,0.0047222222222222665,0.21290294147797095,1.0,0.3333333333333333,ns
digits,0.4,test_acc_best,Distill-S vs Baseline-Half,20,0.001249999999999979,-0.0019444444444444765,0.004722222222222216,0.895756039864037,1.0,0.03508771929824561,ns
digits,0.6,test_acc_best,Distill-S vs Baseline-Half,20,0.0020833333333333593,-0.0019444444444444043,0.00555555555555563,0.14651404789734482,1.0,0.37894736842105264,ns
digits,0.8,test_acc_best,Distill-S vs Baseline-Half,20,0.000972222222222241,-0.001944444444444443,0.003750000000000087,0.5123773721921236,1.0,0.19166666666666668,ns
digits,1.0,test_acc_best,Distill-S vs Baseline-Half,20,0.001944444444444432,0.0001388888888888773,0.0037500000000000424,0.12302308534932889,1.0,0.4666666666666667,ns
glass,0.0,test_acc_best,Distill-S vs Baseline-Half,20,0.027906976744186053,-0.004651162790697672,0.06046511627906979,0.12329159799800908,1.0,0.4,ns
glass,0.2,test_acc_best,Distill-S vs Baseline-Half,20,-0.013953488372093032,-0.04069767441860467,0.010465116279069774,0.39220307083041983,1.0,-0.2426470588235294,ns
glass,0.4,test_acc_best,Distill-S vs Baseline-Half,20,0.009302325581395349,-0.018604651162790704,0.039534883720930246,0.44879032192795054,1.0,0.22857142857142856,ns
glass,0.6,test_acc_best,Distill-S vs Baseline-Half,20,0.006976744186046513,-0.016279069767441857,0.031395348837209305,0.7245429180496079,1.0,0.0935672514619883,ns
glass,0.8,test_acc_best,Distill-S vs Baseline-Half,20,-0.002325581395348844,-0.029069767441860468,0.022093023255813943,0.8606288289409808,1.0,-0.054945054945054944,ns
glass,1.0,test_acc_best,Distill-S vs Baseline-Half,20,0.005813953488372092,-0.003488372093023262,0.01976744186046512,0.4795001221869535,1.0,0.3333333333333333,ns
wine,0.0,test_acc_best,Distill-S vs Baseline-Half,20,0.0069444444444444475,-0.0013888888888888896,0.015277777777777784,0.13166801602281422,1.0,0.5555555555555556,ns
wine,0.2,test_acc_best,Distill-S vs Baseline-Half,20,0.008333333333333337,0.0013888888888888896,0.016666666666666673,0.057779571123597204,1.0,0.75,ns
wine,0.4,test_acc_best,Distill-S vs Baseline-Half,20,0.004166666666666668,-0.0013888888888888896,0.009722222222222226,0.17971249487899976,1.0,0.6,ns
wine,0.6,test_acc_best,Distill-S vs Baseline-Half,20,0.0,-0.0069444444444444475,0.0069444444444444475,1.0,1.0,0.0,ns
wine,0.8,test_acc_best,Distill-S vs Baseline-Half,20,-0.002777777777777779,-0.008333333333333337,0.002777777777777779,0.31731050786291415,1.0,-0.5,ns
wine,1.0,test_acc_best,Distill-S vs Baseline-Half,20,-0.0013888888888888896,-0.0069444444444444475,0.004166666666666668,0.6547208460185769,1.0,-0.2,ns
breastcancer,0.0,test_acc_final,Distill-S vs Baseline-Half,20,0.0065789473684210505,-0.00043859649122807154,0.014035087719298239,0.12283854595303288,1.0,0.4264705882352941,ns
breastcancer,0.2,test_acc_final,Distill-S vs Baseline-Half,20,0.005263157894736842,-5.551115123125783e-18,0.01096491228070175,0.09235164098321429,1.0,0.49523809523809526,ns
breastcancer,0.4,test_acc_final,Distill-S vs Baseline-Half,20,0.003947368421052633,-0.0008771929824561209,0.0083442982456139,0.13509906945732134,1.0,0.46153846153846156,ns
breastcancer,0.6,test_acc_final,Distill-S vs Baseline-Half,20,0.0026315789473684236,-0.0008771929824561431,0.00614035087719299,0.22139176575634634,1.0,0.4444444444444444,ns
breastcancer,0.8,test_acc_final,Distill-S vs Baseline-Half,20,0.003070175438596495,0.000438596491228066,0.005701754385964925,0.03413202028781469,0.7850364666197378,0.7272727272727273,ns
breastcancer,1.0,test_acc_final,Distill-S vs Baseline-Half,20,0.0004385964912280549,-0.0008771929824561541,0.0017543859649122586,1.0,1.0,0.0,ns
digits,0.0,test_acc_final,Distill-S vs Baseline-Half,20,0.0044444444444444505,0.0013888888888888783,0.007916666666666633,0.017419766133605057,0.41807438720652135,0.6374269005847953,ns
digits,0.2,test_acc_final,Distill-S vs Baseline-Half,20,0.001111111111111157,-0.0020833333333333537,0.004305555555555607,0.5418176434214025,1.0,0.16374269005847952,ns
digits,0.4,test_acc_final,Distill-S vs Baseline-Half,20,0.0011111111111110905,-0.002638888888888957,0.00513888888888892,0.9826211143451534,1.0,-0.005847953216374269,ns
digits,0.6,test_acc_final,Distill-S vs Baseline-Half,20,0.0012500000000000067,-0.0029166666666666785,0.005277777777777787,0.46631069126748337,1.0,0.18571428571428572,ns
digits,0.8,test_acc_final,Distill-S vs Baseline-Half,20,0.0023611111111111137,-0.0009722222222222743,0.005833333333333346,0.27603241239744336,1.0,0.29239766081871343,ns
digits,1.0,test_acc_final,Distill-S vs Baseline-Half,20,0.001388888888888884,-0.00041666666666664853,0.0031944444444444837,0.2552206082168428,1.0,0.3333333333333333,ns
glass,0.0,test_acc_final,Distill-S vs Baseline-Half,20,0.012790697674418617,-0.015116279069767435,0.0418604651162791,0.432751328871553,1.0,0.21568627450980393,ns
glass,0.2,test_acc_final,Distill-S vs Baseline-Half,20,-0.01627906976744186,-0.04534883720930234,0.012790697674418589,0.3776147420135266,1.0,-0.25833333333333336,ns
glass,0.4,test_acc_final,Distill-S vs Baseline-Half,20,5.551115123125783e-18,-0.03023255813953487,0.03139534883720931,0.9432091296903473,1.0,0.0196078431372549,ns
glass,0.6,test_acc_final,Distill-S vs Baseline-Half,20,-0.0011627906976744095,-0.019767441860465106,0.016279069767441878,0.8393746436839653,1.0,0.05263157894736842,ns
glass,0.8,test_acc_final,Distill-S vs Baseline-Half,20,-0.0034883720930232454,-0.024418604651162783,0.0174418604651163,0.7546154606677766,1.0,-0.08823529411764706,ns
glass,1.0,test_acc_final,Distill-S vs Baseline-Half,20,0.004651162790697688,-0.004651162790697655,0.013953488372093032,0.1877153374493047,1.0,0.4230769230769231,ns
wine,0.0,test_acc_final,Distill-S vs Baseline-Half,20,0.008333333333333337,0.0,0.018055555555555564,0.0832645166635504,1.0,0.6,ns
wine,0.2,test_acc_final,Distill-S vs Baseline-Half,20,0.0069444444444444475,-0.0013888888888888896,0.015277777777777784,0.13166801602281422,1.0,0.5555555555555556,ns
wine,0.4,test_acc_final,Distill-S vs Baseline-Half,20,0.0069444444444444475,0.0,0.015277777777777784,0.0955807045456294,1.0,0.7142857142857143,ns
wine,0.6,test_acc_final,Distill-S vs Baseline-Half,20,0.0,-0.0069444444444444475,0.0069444444444444475,1.0,1.0,0.0,ns
